timestamp_utc,sample,node,node_count,shard,direction,bytes
2026-09-21T11:20:46.251591+00:00,0,r-scylla1,3,0,incoming,0
2026-09-21T11:20:46.251591+00:00,0,r-scylla1,3,0,outgoing,138312
2026-09-21T11:20:46.251591+00:00,0,r-scylla1,3,1,incoming,0
2026-09-21T11:20:46.251591+00:00,0,r-scylla1,3,1,outgoing,185224
2026-09-21T11:20:46.251591+00:00,0,r-scylla2,3,0,incoming,0
2026-09-21T11:20:46.251591+00:00,0,r-scylla2,3,0,outgoing,0
2026-09-21T11:20:46.251591+00:00,0,r-scylla2,3,1,incoming,138674
2026-09-21T11:20:46.251591+00:00,0,r-scylla2,3,1,outgoing,92232
2026-09-21T11:20:46.251591+00:00,0,r-scylla3,3,0,incoming,138312
2026-09-21T11:20:46.251591+00:00,0,r-scylla3,3,0,outgoing,0
2026-09-21T11:20:46.251591+00:00,0,r-scylla3,3,1,incoming,138782
2026-09-21T11:20:46.251591+00:00,0,r-scylla3,3,1,outgoing,0
2026-09-21T11:20:47.251793+00:00,1,r-scylla1,3,0,incoming,0
2026-09-21T11:20:47.251793+00:00,1,r-scylla1,3,0,outgoing,138312
2026-09-21T11:20:47.251793+00:00,1,r-scylla1,3,1,incoming,0
2026-09-21T11:20:47.251793+00:00,1,r-scylla1,3,1,outgoing,185224
2026-09-21T11:20:47.251793+00:00,1,r-scylla2,3,0,incoming,0
2026-09-21T11:20:47.251793+00:00,1,r-scylla2,3,0,outgoing,0
2026-09-21T11:20:47.251793+00:00,1,r-scylla2,3,1,incoming,138674
2026-09-21T11:20:47.251793+00:00,1,r-scylla2,3,1,outgoing,92232
2026-09-21T11:20:47.251793+00:00,1,r-scylla3,3,0,incoming,138312
2026-09-21T11:20:47.251793+00:00,1,r-scylla3,3,0,outgoing,0
2026-09-21T11:20:47.251793+00:00,1,r-scylla3,3,1,incoming,138782
2026-09-21T11:20:47.251793+00:00,1,r-scylla3,3,1,outgoing,0
2026-09-21T11:20:48.252018+00:00,2,r-scylla1,3,0,incoming,0
2026-09-21T11:20:48.252018+00:00,2,r-scylla1,3,0,outgoing,138312
2026-09-21T11:20:48.252018+00:00,2,r-scylla1,3,1,incoming,0
