"timestamp_utc","sample_end_utc","sample","node","node_count","cpu_percent","memory_usage","network_io","block_io","vm_mem_available_kib"
"2026-09-21T15:36:23.2202371+00:00","2026-09-21T15:36:25.7604540+00:00","30","r-scylla4","4","4.51%","126.9MiB / 9.711GiB","9.96MB / 10.3MB","18.8MB / 581MB","8760288"
"2026-09-21T15:36:26.7724192+00:00","2026-09-21T15:36:29.3888427+00:00","31","r-scylla1","4","5.64%","204.8MiB / 9.711GiB","14.2MB / 74.4MB","111MB / 809MB","8763856"
"2026-09-21T15:36:26.7724192+00:00","2026-09-21T15:36:29.3888427+00:00","31","r-scylla2","4","5.33%","176.7MiB / 9.711GiB","16.3MB / 63.8MB","67.8MB / 793MB","8763856"
"2026-09-21T15:36:26.7724192+00:00","2026-09-21T15:36:29.3888427+00:00","31","r-scylla3","4","5.38%","169.2MiB / 9.711GiB","16.8MB / 63.3MB","51.5MB / 793MB","8763856"
"2026-09-21T15:36:26.7724192+00:00","2026-09-21T15:36:29.3888427+00:00","31","r-scylla4","4","4.96%","127.2MiB / 9.711GiB","10MB / 11.6MB","18.8MB / 581MB","8763856"
"2026-09-21T15:36:30.4054525+00:00","2026-09-21T15:36:32.8767876+00:00","32","r-scylla1","4","4.83%","204.4MiB / 9.711GiB","14.3MB / 75.7MB","111MB / 809MB","8763624"
"2026-09-21T15:36:30.4054525+00:00","2026-09-21T15:36:32.8767876+00:00","32","r-scylla2","4","4.74%","177MiB / 9.711GiB","16.4MB / 65MB","67.8MB / 793MB","8763624"
"2026-09-21T15:36:30.4054525+00:00","2026-09-21T15:36:32.8767876+00:00","32","r-scylla3","4","4.93%","169.2MiB / 9.711GiB","16.9MB / 64.5MB","51.5MB / 793MB","8763624"
"2026-09-21T15:36:30.4054525+00:00","2026-09-21T15:36:32.8767876+00:00","32","r-scylla4","4","4.41%","126.9MiB / 9.711GiB","10.1MB / 12.6MB","18.8MB / 581MB","8763624"
"2026-09-21T15:36:33.8882901+00:00","2026-09-21T15:36:36.4270809+00:00","33","r-scylla1","4","5.04%","204.3MiB / 9.711GiB","14.3MB / 76.9MB","111MB / 809MB","8761316"
"2026-09-21T15:36:33.8882901+00:00","2026-09-21T15:36:36.4270809+00:00","33","r-scylla2","4","4.83%","177.5MiB / 9.711GiB","16.4MB / 66.5MB","67.8MB / 793MB","8761316"
"2026-09-21T15:36:33.8882901+00:00","2026-09-21T15:36:36.4270809+00:00","33","r-scylla3","4","4.69%","169.3MiB / 9.711GiB","16.9MB / 66MB","51.5MB / 793MB","8761316"
"2026-09-21T15:36:33.8882901+00:00","2026-09-21T15:36:36.4270809+00:00","33","r-scylla4","4","4.83%","126.9MiB / 9.711GiB","10.2MB / 14.3MB","18.8MB / 581MB","8761316"
"2026-09-21T15:36:37.4444308+00:00","2026-09-21T15:36:40.0473943+00:00","34","r-scylla1","4","5.15%","205.1MiB / 9.711GiB","14.3MB / 78.2MB","111MB / 809MB","8763488"
"2026-09-21T15:36:37.4444308+00:00","2026-09-21T15:36:40.0473943+00:00","34","r-scylla2","4","5.38%","177.3MiB / 9.711GiB","16.4MB / 67.7MB","67.8MB / 793MB","8763488"
"2026-09-21T15:36:37.4444308+00:00","2026-09-21T15:36:40.0473943+00:00","34","r-scylla3","4","5.42%","169.6MiB / 9.711GiB","17MB / 67.2MB","51.5MB / 793MB","8763488"
"2026-09-21T15:36:37.4444308+00:00","2026-09-21T15:36:40.0473943+00:00","34","r-scylla4","4","3.91%","127.2MiB / 9.711GiB","10.2MB / 15.2MB","18.8MB / 581MB","8763488"
"2026-09-21T15:36:41.0679149+00:00","2026-09-21T15:36:43.6363386+00:00","35","r-scylla1","4","4.16%","204.8MiB / 9.711GiB","14.4MB / 79.9MB","111MB / 809MB","8765872"
"2026-09-21T15:36:41.0679149+00:00","2026-09-21T15:36:43.6363386+00:00","35","r-scylla2","4","4.89%","177.3MiB / 9.711GiB","16.5MB / 69.3MB","67.8MB / 793MB","8765872"
"2026-09-21T15:36:41.0679149+00:00","2026-09-21T15:36:43.6363386+00:00","35","r-scylla3","4","5.23%","169.3MiB / 9.711GiB","17MB / 68.8MB","51.5MB / 793MB","8765872"
"2026-09-21T15:36:41.0679149+00:00","2026-09-21T15:36:43.6363386+00:00","35","r-scylla4","4","6.06%","126.9MiB / 9.711GiB","10.3MB / 16.6MB","18.8MB / 581MB","8765872"
"2026-09-21T15:36:44.6561927+00:00","2026-09-21T15:36:47.2092437+00:00","36","r-scylla1","4","5.28%","204.7MiB / 9.711GiB","14.4MB / 81.5MB","111MB / 809MB","8766224"
"2026-09-21T15:36:44.6561927+00:00","2026-09-21T15:36:47.2092437+00:00","36","r-scylla2","4","4.83%","177.3MiB / 9.711GiB","16.5MB / 70.5MB","67.8MB / 793MB","8766224"
"2026-09-21T15:36:44.6561927+00:00","2026-09-21T15:36:47.2092437+00:00","36","r-scylla3","4","5.20%","169.8MiB / 9.711GiB","17.1MB / 70MB","51.5MB / 793MB","8766224"
"2026-09-21T15:36:44.6561927+00:00","2026-09-21T15:36:47.2092437+00:00","36","r-scylla4","4","4.38%","127.2MiB / 9.711GiB","10.3MB / 17.2MB","18.8MB / 581MB","8766224"
"2026-09-21T15:36:48.2232997+00:00","2026-09-21T15:36:50.6645296+00:00","37","r-scylla1","4","5.35%","204.8MiB / 9.711GiB","14.5MB / 83.2MB","111MB / 809MB","8763416"
"2026-09-21T15:36:48.2232997+00:00","2026-09-21T15:36:50.6645296+00:00","37","r-scylla2","4","5.40%","177.6MiB / 9.711GiB","16.6MB / 72.1MB","67.8MB / 793MB","8763416"
"2026-09-21T15:36:48.2232997+00:00","2026-09-21T15:36:50.6645296+00:00","37","r-scylla3","4","5.23%","169.3MiB / 9.711GiB","17.2MB / 71.6MB","51.5MB / 793MB","8763416"
"2026-09-21T15:36:48.2232997+00:00","2026-09-21T15:36:50.6645296+00:00","37","r-scylla4","4","3.77%","126.9MiB / 9.711GiB","10.4MB / 18.6MB","18.8MB / 581MB","8763416"
"2026-09-21T15:36:51.6767693+00:00","2026-09-21T15:36:54.2345807+00:00","38","r-scylla1","4","5.13%","205MiB / 9.711GiB","14.5MB / 84.9MB","111MB / 809MB","8764912"
"2026-09-21T15:36:51.6767693+00:00","2026-09-21T15:36:54.2345807+00:00","38","r-scylla2","4","4.64%","177.3MiB / 9.711GiB","16.6MB / 73.7MB","67.8MB / 793MB","8764912"
"2026-09-21T15:36:51.6767693+00:00","2026-09-21T15:36:54.2345807+00:00","38","r-scylla3","4","4.69%","169.6MiB / 9.711GiB","17.2MB / 72.8MB","51.5MB / 793MB","8764912"
