treatment,phase,event,timestamp_utc,event_relative_s,sample,node,node_count,cpu_percent,memory_used_bytes,memory_limit_bytes,net_rx_bytes,net_tx_bytes,block_read_bytes,block_write_bytes,vm_mem_available_kib,counter_reset
tablets,baseline,,2026-09-21T17:18:55.445221+00:00,,231,r-scylla1,3,12.68,2045478175,10427106853,860000000,845000000,1910000000,3970000000,3433448,False
tablets,baseline,,2026-09-21T17:18:55.445221+00:00,,231,r-scylla2,3,13.65,1979979923,10427106853,764000000,878000000,1870000000,4010000000,3433448,False
tablets,baseline,,2026-09-21T17:18:55.445221+00:00,,231,r-scylla3,3,14.67,1981053665,10427106853,734000000,862000000,1760000000,3870000000,3433448,False
tablets,baseline,,2026-09-21T17:18:58.974060+00:00,,232,r-scylla1,3,16.65,2045478175,10427106853,861000000,847000000,1910000000,3970000000,3433280,False
tablets,baseline,,2026-09-21T17:18:58.974060+00:00,,232,r-scylla2,3,16.71,1978906182,10427106853,765000000,881000000,1870000000,4010000000,3433280,False
tablets,baseline,,2026-09-21T17:18:58.974060+00:00,,232,r-scylla3,3,16.69,1981053665,10427106853,735000000,864000000,1760000000,3870000000,3433280,False
tablets,baseline,,2026-09-21T17:19:02.368677+00:00,,233,r-scylla1,3,18.58,2045478175,10427106853,862000000,850000000,1910000000,3970000000,3432564,False
tablets,baseline,,2026-09-21T17:19:02.368677+00:00,,233,r-scylla2,3,15.56,1979979923,10427106853,766000000,883000000,1870000000,4010000000,3432564,False
tablets,baseline,,2026-09-21T17:19:02.368677+00:00,,233,r-scylla3,3,14.28,1981053665,10427106853,735000000,867000000,1760000000,3870000000,3432564,False
tablets,baseline,,2026-09-21T17:19:05.774430+00:00,,234,r-scylla1,3,17.88,2045478175,10427106853,862000000,852000000,1910000000,3970000000,3431992,False
tablets,baseline,,2026-09-21T17:19:05.774430+00:00,,234,r-scylla2,3,19.92,1978906182,10427106853,766000000,885000000,1870000000,4010000000,3431992,False
tablets,baseline,,2026-09-21T17:19:05.774430+00:00,,234,r-scylla3,3,15.01,1981053665,10427106853,736000000,869000000,1760000000,3870000000,3431992,False
tablets,baseline,,2026-09-21T17:19:09.255831+00:00,,235,r-scylla1,3,18.10,2045478175,10427106853,863000000,854000000,1910000000,3970000000,3428944,False
tablets,baseline,,2026-09-21T17:19:09.255831+00:00,,235,r-scylla2,3,15.29,1978906182,10427106853,767000000,888000000,1870000000,4010000000,3428944,False
tablets,baseline,,2026-09-21T17:19:09.255831+00:00,,235,r-scylla3,3,15.77,1981053665,10427106853,737000000,872000000,1760000000,3870000000,3428944,False
tablets,baseline,,2026-09-21T17:19:12.645843+00:00,,236,r-scylla1,3,17.26,2045478175,10427106853,864000000,857000000,1910000000,3970000000,3430136,False
tablets,baseline,,2026-09-21T17:19:12.645843+00:00,,236,r-scylla2,3,16.58,1978906182,10427106853,768000000,890000000,1870000000,4010000000,3430136,False
tablets,baseline,,2026-09-21T17:19:12.645843+00:00,,236,r-scylla3,3,14.37,1981053665,10427106853,737000000,874000000,1760000000,3870000000,3430136,False
tablets,baseline,,2026-09-21T17:19:16.117453+00:00,,237,r-scylla1,3,15.77,2045478175,10427106853,864000000,859000000,1910000000,3970000000,3430600,False
tablets,baseline,,2026-09-21T17:19:16.117453+00:00,,237,r-scylla2,3,16.88,1979979923,10427106853,768000000,892000000,1870000000,4010000000,3430600,False
tablets,baseline,,2026-09-21T17:19:16.117453+00:00,,237,r-scylla3,3,19.09,1981053665,10427106853,738000000,876000000,1760000000,3870000000,3430600,False
tablets,baseline,,2026-09-21T17:19:19.622432+00:00,,238,r-scylla1,3,14.80,2045478175,10427106853,865000000,862000000,1910000000,3970000000,3430624,False
tablets,baseline,,2026-09-21T17:19:19.622432+00:00,,238,r-scylla2,3,18.66,1978906182,10427106853,769000000,895000000,1870000000,4010000000,3430624,False
tablets,baseline,,2026-09-21T17:19:19.622432+00:00,,238,r-scylla3,3,16.74,1981053665,10427106853,738000000,879000000,1760000000,3870000000,3430624,False
tablets,baseline,,2026-09-21T17:19:23.024269+00:00,,239,r-scylla1,3,14.74,2045478175,10427106853,866000000,864000000,1910000000,3970000000,3429932,False
tablets,baseline,,2026-09-21T17:19:23.024269+00:00,,239,r-scylla2,3,15.48,1978906182,10427106853,770000000,897000000,1870000000,4010000000,3429932,False
tablets,baseline,,2026-09-21T17:19:23.024269+00:00,,239,r-scylla3,3,9.41,1981053665,10427106853,739000000,881000000,1760000000,3870000000,3429932,False
tablets,baseline,,2026-09-21T17:19:26.389380+00:00,,240,r-scylla1,3,17.89,2045478175,10427106853,866000000,866000000,1910000000,3970000000,3431488,False
tablets,baseline,,2026-09-21T17:19:26.389380+00:00,,240,r-scylla2,3,14.39,1978906182,10427106853,770000000,900000000,1870000000,4010000000,3431488,False
tablets,baseline,,2026-09-21T17:19:26.389380+00:00,,240,r-scylla3,3,15.67,1981053665,10427106853,740000000,883000000,1760000000,3870000000,3431488,False
tablets,baseline,,2026-09-21T17:19:29.793803+00:00,,241,r-scylla1,3,17.93,2045478175,10427106853,867000000,869000000,1910000000,3970000000,3426944,False
tablets,baseline,,2026-09-21T17:19:29.793803+00:00,,241,r-scylla2,3,18.47,1978906182,10427106853,771000000,902000000,1870000000,4010000000,3426944,False
tablets,baseline,,2026-09-21T17:19:29.793803+00:00,,241,r-scylla3,3,17.86,1981053665,10427106853,740000000,885000000,1760000000,3870000000,3426944,False
tablets,baseline,,2026-09-21T17:19:33.279319+00:00,,242,r-scylla1,3,13.63,2045478175,10427106853,868000000,871000000,1910000000,3970000000,3424308,False
tablets,baseline,,2026-09-21T17:19:33.279319+00:00,,242,r-scylla2,3,14.54,1978906182,10427106853,772000000,905000000,1870000000,4010000000,3424308,False
tablets,baseline,,2026-09-21T17:19:33.279319+00:00,,242,r-scylla3,3,14.70,1981053665,10427106853,741000000,888000000,1760000000,3870000000,3424308,False
tablets,baseline,,2026-09-21T17:19:36.709886+00:00,,243,r-scylla1,3,17.48,2045478175,10427106853,868000000,873000000,1910000000,3970000000,3421356,False
tablets,baseline,,2026-09-21T17:19:36.709886+00:00,,243,r-scylla2,3,10.62,1979979923,10427106853,773000000,907000000,1870000000,4010000000,3421356,False
tablets,baseline,,2026-09-21T17:19:36.709886+00:00,,243,r-scylla3,3,9.95,1981053665,10427106853,742000000,891000000,1760000000,3870000000,3421356,False
tablets,baseline,,2026-09-21T17:19:40.259060+00:00,,244,r-scylla1,3,16.70,2045478175,10427106853,869000000,875000000,1910000000,3970000000,3421868,False
tablets,baseline,,2026-09-21T17:19:40.259060+00:00,,244,r-scylla2,3,14.09,1979979923,10427106853,773000000,909000000,1870000000,4010000000,3421868,False
tablets,baseline,,2026-09-21T17:19:40.259060+00:00,,244,r-scylla3,3,16.42,1981053665,10427106853,743000000,894000000,1760000000,3870000000,3421868,False
tablets,baseline,,2026-09-21T17:19:43.760577+00:00,,245,r-scylla1,3,10.43,2045478175,10427106853,869000000,878000000,1910000000,3970000000,3422472,False
tablets,baseline,,2026-09-21T17:19:43.760577+00:00,,245,r-scylla2,3,10.11,1979979923,10427106853,774000000,912000000,1870000000,4010000000,3422472,False
tablets,baseline,,2026-09-21T17:19:43.760577+00:00,,245,r-scylla3,3,15.59,1981053665,10427106853,743000000,895000000,1760000000,3870000000,3422472,False
tablets,baseline,,2026-09-21T17:19:47.166589+00:00,,246,r-scylla1,3,14.62,2045478175,10427106853,870000000,880000000,1910000000,3970000000,3419636,False
tablets,baseline,,2026-09-21T17:19:47.166589+00:00,,246,r-scylla2,3,15.65,1978906182,10427106853,774000000,914000000,1870000000,4010000000,3419636,False
tablets,baseline,,2026-09-21T17:19:47.166589+00:00,,246,r-scylla3,3,14.38,1981053665,10427106853,744000000,897000000,1760000000,3870000000,3419636,False
tablets,baseline,,2026-09-21T17:19:50.572777+00:00,,247,r-scylla1,3,15.45,2045478175,10427106853,871000000,882000000,1910000000,3970000000,3419280,False
tablets,baseline,,2026-09-21T17:19:50.572777+00:00,,247,r-scylla2,3,19.16,1978906182,10427106853,775000000,917000000,1870000000,4020000000,3419280,False
tablets,baseline,,2026-09-21T17:19:50.572777+00:00,,247,r-scylla3,3,16.15,1981053665,10427106853,744000000,900000000,1760000000,3870000000,3419280,False
tablets,baseline,,2026-09-21T17:19:53.985276+00:00,,248,r-scylla1,3,19.64,2045478175,10427106853,871000000,884000000,1910000000,3970000000,3421060,False
tablets,baseline,,2026-09-21T17:19:53.985276+00:00,,248,r-scylla2,3,15.94,1978906182,10427106853,776000000,919000000,1870000000,4020000000,3421060,False
tablets,baseline,,2026-09-21T17:19:53.985276+00:00,,248,r-scylla3,3,15.59,1982127407,10427106853,745000000,902000000,1760000000,3870000000,3421060,False
tablets,baseline,,2026-09-21T17:19:57.546240+00:00,,249,r-scylla1,3,16.76,2045478175,10427106853,872000000,888000000,1910000000,3970000000,3418696,False
tablets,baseline,,2026-09-21T17:19:57.546240+00:00,,249,r-scylla2,3,15.58,1979979923,10427106853,776000000,921000000,1870000000,4020000000,3418696,False
tablets,baseline,,2026-09-21T17:19:57.546240+00:00,,249,r-scylla3,3,19.55,1981053665,10427106853,746000000,904000000,1760000000,3870000000,3418696,False
tablets,baseline,,2026-09-21T17:20:00.969372+00:00,,250,r-scylla1,3,13.24,2045478175,10427106853,873000000,890000000,1910000000,3970000000,3422612,False
tablets,baseline,,2026-09-21T17:20:00.969372+00:00,,250,r-scylla2,3,13.83,1979979923,10427106853,777000000,923000000,1870000000,4020000000,3422612,False
tablets,baseline,,2026-09-21T17:20:00.969372+00:00,,250,r-scylla3,3,13.10,1981053665,10427106853,746000000,907000000,1760000000,3870000000,3422612,False
tablets,baseline,,2026-09-21T17:20:04.322919+00:00,,251,r-scylla1,3,12.03,2045478175,10427106853,873000000,893000000,1910000000,3970000000,3421168,False
tablets,baseline,,2026-09-21T17:20:04.322919+00:00,,251,r-scylla2,3,9.64,1979979923,10427106853,778000000,925000000,1870000000,4020000000,3421168,False
tablets,baseline,,2026-09-21T17:20:04.322919+00:00,,251,r-scylla3,3,9.58,1981053665,10427106853,747000000,909000000,1760000000,3870000000,3421168,False
tablets,baseline,,2026-09-21T17:20:07.647131+00:00,,252,r-scylla1,3,13.19,2045478175,10427106853,874000000,895000000,1910000000,3970000000,3422504,False
tablets,baseline,,2026-09-21T17:20:07.647131+00:00,,252,r-scylla2,3,14.25,1979979923,10427106853,778000000,928000000,1870000000,4020000000,3422504,False
tablets,baseline,,2026-09-21T17:20:07.647131+00:00,,252,r-scylla3,3,13.79,1981053665,10427106853,747000000,911000000,1760000000,3870000000,3422504,False
tablets,baseline,,2026-09-21T17:20:11.037472+00:00,,253,r-scylla1,3,16.40,2045478175,10427106853,875000000,897000000,1910000000,3970000000,3420920,False
tablets,baseline,,2026-09-21T17:20:11.037472+00:00,,253,r-scylla2,3,14.85,1979979923,10427106853,779000000,930000000,1870000000,4020000000,3420920,False
tablets,baseline,,2026-09-21T17:20:11.037472+00:00,,253,r-scylla3,3,15.49,1982127407,10427106853,748000000,914000000,1760000000,3870000000,3420920,False
tablets,baseline,,2026-09-21T17:20:14.485469+00:00,,254,r-scylla1,3,16.61,2045478175,10427106853,875000000,899000000,1910000000,3970000000,3420684,False
tablets,baseline,,2026-09-21T17:20:14.485469+00:00,,254,r-scylla2,3,16.01,1979979923,10427106853,780000000,932000000,1870000000,4020000000,3420684,False
tablets,baseline,,2026-09-21T17:20:14.485469+00:00,,254,r-scylla3,3,18.37,1981053665,10427106853,749000000,917000000,1760000000,3870000000,3420684,False
tablets,baseline,,2026-09-21T17:20:17.841332+00:00,,255,r-scylla1,3,13.35,2045478175,10427106853,876000000,902000000,1910000000,3970000000,3424520,False
tablets,baseline,,2026-09-21T17:20:17.841332+00:00,,255,r-scylla2,3,11.22,1979979923,10427106853,780000000,935000000,1870000000,4020000000,3424520,False
tablets,baseline,,2026-09-21T17:20:17.841332+00:00,,255,r-scylla3,3,14.66,1982127407,10427106853,749000000,918000000,1760000000,3870000000,3424520,False
tablets,baseline,,2026-09-21T17:20:21.220479+00:00,,256,r-scylla1,3,25.13,2045478175,10427106853,876000000,904000000,1910000000,3970000000,3423884,False
tablets,baseline,,2026-09-21T17:20:21.220479+00:00,,256,r-scylla2,3,21.35,1979979923,10427106853,781000000,938000000,1870000000,4020000000,3423884,False
tablets,baseline,,2026-09-21T17:20:21.220479+00:00,,256,r-scylla3,3,15.57,1982127407,10427106853,750000000,921000000,1760000000,3870000000,3423884,False
tablets,baseline,,2026-09-21T17:20:24.677981+00:00,,257,r-scylla1,3,17.91,2045478175,10427106853,877000000,906000000,1910000000,3970000000,3425084,False
tablets,baseline,,2026-09-21T17:20:24.677981+00:00,,257,r-scylla2,3,15.58,1979979923,10427106853,782000000,940000000,1870000000,4020000000,3425084,False
tablets,baseline,,2026-09-21T17:20:24.677981+00:00,,257,r-scylla3,3,16.04,1981053665,10427106853,751000000,923000000,1760000000,3870000000,3425084,False
tablets,baseline,,2026-09-21T17:20:28.107110+00:00,,258,r-scylla1,3,17.02,2045478175,10427106853,878000000,909000000,1910000000,3970000000,3425576,False
tablets,baseline,,2026-09-21T17:20:28.107110+00:00,,258,r-scylla2,3,16.89,1979979923,10427106853,782000000,941000000,1870000000,4020000000,3425576,False
tablets,baseline,,2026-09-21T17:20:28.107110+00:00,,258,r-scylla3,3,16.66,1981053665,10427106853,751000000,926000000,1760000000,3870000000,3425576,False
tablets,baseline,,2026-09-21T17:20:31.489450+00:00,,259,r-scylla1,3,17.54,2045478175,10427106853,878000000,911000000,1910000000,3970000000,3424864,False
tablets,baseline,,2026-09-21T17:20:31.489450+00:00,,259,r-scylla2,3,16.32,1979979923,10427106853,783000000,945000000,1870000000,4020000000,3424864,False
tablets,baseline,,2026-09-21T17:20:31.489450+00:00,,259,r-scylla3,3,14.21,1981053665,10427106853,752000000,928000000,1760000000,3870000000,3424864,False
tablets,baseline,,2026-09-21T17:20:34.924571+00:00,,260,r-scylla1,3,17.41,2045478175,10427106853,879000000,913000000,1910000000,3970000000,3425540,False
tablets,baseline,,2026-09-21T17:20:34.924571+00:00,,260,r-scylla2,3,18.18,1979979923,10427106853,784000000,946000000,1870000000,4020000000,3425540,False
tablets,baseline,,2026-09-21T17:20:34.924571+00:00,,260,r-scylla3,3,15.85,1981053665,10427106853,753000000,930000000,1760000000,3870000000,3425540,False
tablets,baseline,,2026-09-21T17:20:38.374064+00:00,,261,r-scylla1,3,20.75,2045478175,10427106853,880000000,916000000,1910000000,3970000000,3426300,False
tablets,baseline,,2026-09-21T17:20:38.374064+00:00,,261,r-scylla2,3,18.85,1979979923,10427106853,784000000,950000000,1870000000,4020000000,3426300,False
tablets,baseline,,2026-09-21T17:20:38.374064+00:00,,261,r-scylla3,3,17.57,1982127407,10427106853,753000000,932000000,1760000000,3880000000,3426300,False
tablets,baseline,,2026-09-21T17:20:41.737780+00:00,,262,r-scylla1,3,13.87,2045478175,10427106853,880000000,918000000,1910000000,3970000000,3426084,False
tablets,baseline,,2026-09-21T17:20:41.737780+00:00,,262,r-scylla2,3,14.06,1979979923,10427106853,785000000,951000000,1870000000,4020000000,3426084,False
tablets,baseline,,2026-09-21T17:20:41.737780+00:00,,262,r-scylla3,3,11.36,1981053665,10427106853,754000000,935000000,1760000000,3880000000,3426084,False
tablets,baseline,,2026-09-21T17:20:45.156795+00:00,,263,r-scylla1,3,14.68,2045478175,10427106853,881000000,921000000,1910000000,3970000000,3424548,False
tablets,baseline,,2026-09-21T17:20:45.156795+00:00,,263,r-scylla2,3,13.43,1979979923,10427106853,786000000,954000000,1870000000,4020000000,3424548,False
tablets,baseline,,2026-09-21T17:20:45.156795+00:00,,263,r-scylla3,3,13.08,1982127407,10427106853,755000000,937000000,1760000000,3880000000,3424548,False
tablets,baseline,,2026-09-21T17:20:48.674158+00:00,,264,r-scylla1,3,16.16,2045478175,10427106853,882000000,923000000,1910000000,3970000000,3429164,False
tablets,baseline,,2026-09-21T17:20:48.674158+00:00,,264,r-scylla2,3,18.57,1979979923,10427106853,786000000,956000000,1880000000,4020000000,3429164,False
tablets,baseline,,2026-09-21T17:20:48.674158+00:00,,264,r-scylla3,3,16.12,1981053665,10427106853,755000000,940000000,1760000000,3880000000,3429164,False
tablets,baseline,,2026-09-21T17:20:52.147746+00:00,,265,r-scylla1,3,15.60,2045478175,10427106853,882000000,925000000,1910000000,3980000000,3428492,False
tablets,baseline,,2026-09-21T17:20:52.147746+00:00,,265,r-scylla2,3,9.23,1978906182,10427106853,787000000,959000000,1880000000,4020000000,3428492,False
tablets,baseline,,2026-09-21T17:20:52.147746+00:00,,265,r-scylla3,3,17.27,1981053665,10427106853,756000000,942000000,1760000000,3880000000,3428492,False
tablets,baseline,,2026-09-21T17:20:55.701490+00:00,,266,r-scylla1,3,3.39,2045478175,10427106853,882000000,927000000,1910000000,3980000000,3429556,False
tablets,baseline,,2026-09-21T17:20:55.701490+00:00,,266,r-scylla2,3,3.35,1979979923,10427106853,787000000,960000000,1880000000,4020000000,3429556,False
tablets,baseline,,2026-09-21T17:20:55.701490+00:00,,266,r-scylla3,3,3.59,1981053665,10427106853,756000000,943000000,1760000000,3880000000,3429556,False
tablets,baseline,,2026-09-21T17:20:59.065992+00:00,,267,r-scylla1,3,3.59,2045478175,10427106853,882000000,928000000,1910000000,3980000000,3452896,False
tablets,baseline,,2026-09-21T17:20:59.065992+00:00,,267,r-scylla2,3,3.40,1979979923,10427106853,787000000,961000000,1880000000,4020000000,3452896,False
tablets,baseline,,2026-09-21T17:20:59.065992+00:00,,267,r-scylla3,3,2.65,1982127407,10427106853,756000000,945000000,1760000000,3880000000,3452896,False
tablets,scaleout,join_command_start,2026-09-21T17:40:00.021409+00:00,-119.061601,594,r-scylla1,3,18.06,2049773142,10427106853,918000000,1410000000,1960000000,3980000000,3425500,False
tablets,scaleout,join_command_start,2026-09-21T17:40:00.021409+00:00,-119.061601,594,r-scylla2,3,15.35,1979979923,10427106853,803000000,1440000000,1900000000,4020000000,3425500,False
tablets,scaleout,join_command_start,2026-09-21T17:40:00.021409+00:00,-119.061601,594,r-scylla3,3,14.36,1982127407,10427106853,772000000,1420000000,1790000000,3880000000,3425500,False
tablets,scaleout,join_command_start,2026-09-21T17:40:03.474820+00:00,-115.608190,595,r-scylla1,3,18.01,2048699400,10427106853,919000000,1410000000,1960000000,3980000000,3424408,False
tablets,scaleout,join_command_start,2026-09-21T17:40:03.474820+00:00,-115.608190,595,r-scylla2,3,16.59,1979979923,10427106853,804000000,1440000000,1900000000,4020000000,3424408,False
tablets,scaleout,join_command_start,2026-09-21T17:40:03.474820+00:00,-115.608190,595,r-scylla3,3,17.51,1982127407,10427106853,773000000,1420000000,1790000000,3880000000,3424408,False
tablets,scaleout,join_command_start,2026-09-21T17:40:07.167427+00:00,-111.915583,596,r-scylla1,3,13.71,2049773142,10427106853,920000000,1410000000,1960000000,3980000000,3425276,False
tablets,scaleout,join_command_start,2026-09-21T17:40:07.167427+00:00,-111.915583,596,r-scylla2,3,15.41,1979979923,10427106853,805000000,1450000000,1900000000,4020000000,3425276,False
tablets,scaleout,join_command_start,2026-09-21T17:40:07.167427+00:00,-111.915583,596,r-scylla3,3,11.56,1982127407,10427106853,773000000,1430000000,1790000000,3880000000,3425276,False
tablets,scaleout,join_command_start,2026-09-21T17:40:10.594367+00:00,-108.488643,597,r-scylla1,3,15.65,2049773142,10427106853,921000000,1420000000,1960000000,3980000000,3421980,False
tablets,scaleout,join_command_start,2026-09-21T17:40:10.594367+00:00,-108.488643,597,r-scylla2,3,19.00,1979979923,10427106853,805000000,1450000000,1900000000,4020000000,3421980,False
tablets,scaleout,join_command_start,2026-09-21T17:40:10.594367+00:00,-108.488643,597,r-scylla3,3,17.49,1981053665,10427106853,774000000,1430000000,1790000000,3880000000,3421980,False
tablets,scaleout,join_command_start,2026-09-21T17:40:14.061500+00:00,-105.021510,598,r-scylla1,3,14.00,2048699400,10427106853,921000000,1420000000,1960000000,3980000000,3421308,False
tablets,scaleout,join_command_start,2026-09-21T17:40:14.061500+00:00,-105.021510,598,r-scylla2,3,17.84,1979979923,10427106853,806000000,1450000000,1900000000,4020000000,3421308,False
tablets,scaleout,join_command_start,2026-09-21T17:40:14.061500+00:00,-105.021510,598,r-scylla3,3,12.50,1981053665,10427106853,775000000,1430000000,1790000000,3880000000,3421308,False
tablets,scaleout,join_command_start,2026-09-21T17:40:17.461803+00:00,-101.621207,599,r-scylla1,3,13.85,2048699400,10427106853,922000000,1420000000,1960000000,3980000000,3421980,False
tablets,scaleout,join_command_start,2026-09-21T17:40:17.461803+00:00,-101.621207,599,r-scylla2,3,15.81,1979979923,10427106853,807000000,1450000000,1900000000,4020000000,3421980,False
tablets,scaleout,join_command_start,2026-09-21T17:40:17.461803+00:00,-101.621207,599,r-scylla3,3,12.96,1982127407,10427106853,775000000,1430000000,1790000000,3880000000,3421980,False
tablets,scaleout,join_command_start,2026-09-21T17:40:20.842533+00:00,-98.240477,600,r-scylla1,3,19.45,2048699400,10427106853,922000000,1420000000,1960000000,3980000000,3420208,False
tablets,scaleout,join_command_start,2026-09-21T17:40:20.842533+00:00,-98.240477,600,r-scylla2,3,19.61,1979979923,10427106853,807000000,1460000000,1900000000,4020000000,3420208,False
tablets,scaleout,join_command_start,2026-09-21T17:40:20.842533+00:00,-98.240477,600,r-scylla3,3,16.26,1982127407,10427106853,776000000,1440000000,1790000000,3880000000,3420208,False
tablets,scaleout,join_command_start,2026-09-21T17:40:24.344057+00:00,-94.738953,601,r-scylla1,3,11.14,2048699400,10427106853,923000000,1430000000,1960000000,3980000000,3425784,False
tablets,scaleout,join_command_start,2026-09-21T17:40:24.344057+00:00,-94.738953,601,r-scylla2,3,12.17,1979979923,10427106853,808000000,1460000000,1900000000,4020000000,3425784,False
tablets,scaleout,join_command_start,2026-09-21T17:40:24.344057+00:00,-94.738953,601,r-scylla3,3,15.89,1982127407,10427106853,776000000,1440000000,1790000000,3880000000,3425784,False
tablets,scaleout,join_command_start,2026-09-21T17:40:27.813912+00:00,-91.269098,602,r-scylla1,3,10.50,2048699400,10427106853,924000000,1430000000,1960000000,3980000000,3425036,False
tablets,scaleout,join_command_start,2026-09-21T17:40:27.813912+00:00,-91.269098,602,r-scylla2,3,11.68,1979979923,10427106853,809000000,1460000000,1900000000,4020000000,3425036,False
tablets,scaleout,join_command_start,2026-09-21T17:40:27.813912+00:00,-91.269098,602,r-scylla3,3,13.07,1982127407,10427106853,777000000,1440000000,1790000000,3880000000,3425036,False
tablets,scaleout,join_command_start,2026-09-21T17:40:31.220752+00:00,-87.862258,603,r-scylla1,3,14.69,2049773142,10427106853,924000000,1430000000,1960000000,3980000000,3423896,False
tablets,scaleout,join_command_start,2026-09-21T17:40:31.220752+00:00,-87.862258,603,r-scylla2,3,14.26,1979979923,10427106853,810000000,1460000000,1900000000,4020000000,3423896,False
tablets,scaleout,join_command_start,2026-09-21T17:40:31.220752+00:00,-87.862258,603,r-scylla3,3,13.88,1982127407,10427106853,778000000,1440000000,1790000000,3880000000,3423896,False
tablets,scaleout,join_command_start,2026-09-21T17:40:34.616594+00:00,-84.466416,604,r-scylla1,3,16.41,2048699400,10427106853,925000000,1430000000,1960000000,3980000000,3421560,False
tablets,scaleout,join_command_start,2026-09-21T17:40:34.616594+00:00,-84.466416,604,r-scylla2,3,19.42,1979979923,10427106853,810000000,1470000000,1900000000,4020000000,3421560,False
tablets,scaleout,join_command_start,2026-09-21T17:40:34.616594+00:00,-84.466416,604,r-scylla3,3,11.71,1982127407,10427106853,778000000,1450000000,1790000000,3880000000,3421560,False
tablets,scaleout,join_command_start,2026-09-21T17:40:37.995360+00:00,-81.087650,605,r-scylla1,3,15.27,2048699400,10427106853,926000000,1430000000,1960000000,3980000000,3423568,False
tablets,scaleout,join_command_start,2026-09-21T17:40:37.995360+00:00,-81.087650,605,r-scylla2,3,15.03,1979979923,10427106853,811000000,1470000000,1900000000,4020000000,3423568,False
tablets,scaleout,join_command_start,2026-09-21T17:40:37.995360+00:00,-81.087650,605,r-scylla3,3,24.85,1982127407,10427106853,779000000,1450000000,1790000000,3880000000,3423568,False
tablets,scaleout,join_command_start,2026-09-21T17:40:41.463986+00:00,-77.619024,606,r-scylla1,3,14.73,2048699400,10427106853,926000000,1440000000,1960000000,3980000000,3422644,False
tablets,scaleout,join_command_start,2026-09-21T17:40:41.463986+00:00,-77.619024,606,r-scylla2,3,13.55,1979979923,10427106853,811000000,1470000000,1900000000,4020000000,3422644,False
tablets,scaleout,join_command_start,2026-09-21T17:40:41.463986+00:00,-77.619024,606,r-scylla3,3,11.77,1982127407,10427106853,780000000,1450000000,1790000000,3880000000,3422644,False
tablets,scaleout,join_command_start,2026-09-21T17:40:44.876631+00:00,-74.206379,607,r-scylla1,3,14.27,2048699400,10427106853,927000000,1440000000,1960000000,3980000000,3422148,False
tablets,scaleout,join_command_start,2026-09-21T17:40:44.876631+00:00,-74.206379,607,r-scylla2,3,17.72,1979979923,10427106853,812000000,1470000000,1900000000,4020000000,3422148,False
tablets,scaleout,join_command_start,2026-09-21T17:40:44.876631+00:00,-74.206379,607,r-scylla3,3,16.06,1982127407,10427106853,781000000,1450000000,1790000000,3880000000,3422148,False
tablets,scaleout,join_command_start,2026-09-21T17:40:48.318907+00:00,-70.764103,608,r-scylla1,3,16.86,2048699400,10427106853,928000000,1440000000,1960000000,3980000000,3423480,False
tablets,scaleout,join_command_start,2026-09-21T17:40:48.318907+00:00,-70.764103,608,r-scylla2,3,14.23,1979979923,10427106853,813000000,1470000000,1900000000,4020000000,3423480,False
tablets,scaleout,join_command_start,2026-09-21T17:40:48.318907+00:00,-70.764103,608,r-scylla3,3,14.66,1982127407,10427106853,781000000,1450000000,1790000000,3880000000,3423480,False
tablets,scaleout,join_command_start,2026-09-21T17:40:51.804661+00:00,-67.278349,609,r-scylla1,3,18.69,2048699400,10427106853,928000000,1440000000,1960000000,3980000000,3420772,False
tablets,scaleout,join_command_start,2026-09-21T17:40:51.804661+00:00,-67.278349,609,r-scylla2,3,19.21,1979979923,10427106853,814000000,1480000000,1900000000,4020000000,3420772,False
tablets,scaleout,join_command_start,2026-09-21T17:40:51.804661+00:00,-67.278349,609,r-scylla3,3,16.15,1982127407,10427106853,782000000,1460000000,1790000000,3880000000,3420772,False
tablets,scaleout,join_command_start,2026-09-21T17:40:55.279239+00:00,-63.803771,610,r-scylla1,3,15.37,2049773142,10427106853,929000000,1450000000,1960000000,3980000000,3422600,False
tablets,scaleout,join_command_start,2026-09-21T17:40:55.279239+00:00,-63.803771,610,r-scylla2,3,15.26,1979979923,10427106853,814000000,1480000000,1900000000,4030000000,3422600,False
tablets,scaleout,join_command_start,2026-09-21T17:40:55.279239+00:00,-63.803771,610,r-scylla3,3,12.46,1982127407,10427106853,782000000,1460000000,1790000000,3880000000,3422600,False
tablets,scaleout,join_command_start,2026-09-21T17:40:58.780466+00:00,-60.302544,611,r-scylla1,3,10.65,2048699400,10427106853,930000000,1450000000,1960000000,3980000000,3419620,False
tablets,scaleout,join_command_start,2026-09-21T17:40:58.780466+00:00,-60.302544,611,r-scylla2,3,10.85,1979979923,10427106853,815000000,1480000000,1900000000,4030000000,3419620,False
tablets,scaleout,join_command_start,2026-09-21T17:40:58.780466+00:00,-60.302544,611,r-scylla3,3,10.39,1982127407,10427106853,783000000,1460000000,1790000000,3880000000,3419620,False
tablets,scaleout,join_command_start,2026-09-21T17:41:02.125146+00:00,-56.957864,612,r-scylla1,3,17.72,2049773142,10427106853,930000000,1450000000,1960000000,3980000000,3418856,False
tablets,scaleout,join_command_start,2026-09-21T17:41:02.125146+00:00,-56.957864,612,r-scylla2,3,16.77,1979979923,10427106853,816000000,1480000000,1900000000,4030000000,3418856,False
