sample,start_utc,end_utc,phase,event_relative_s,address,token_rows,up_normal_rows,owns_values,ownership_sha256,source_file
1744,2026-09-22T14:02:45.8586825+00:00,2026-09-22T14:02:46.3193074+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001744.txt
1744,2026-09-22T14:02:45.8586825+00:00,2026-09-22T14:02:46.3193074+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001744.txt
1745,2026-09-22T14:02:47.9170574+00:00,2026-09-22T14:02:48.4150679+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001745.txt
1745,2026-09-22T14:02:47.9170574+00:00,2026-09-22T14:02:48.4150679+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001745.txt
1745,2026-09-22T14:02:47.9170574+00:00,2026-09-22T14:02:48.4150679+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001745.txt
1746,2026-09-22T14:02:50.0052930+00:00,2026-09-22T14:02:50.4797344+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001746.txt
1746,2026-09-22T14:02:50.0052930+00:00,2026-09-22T14:02:50.4797344+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001746.txt
1746,2026-09-22T14:02:50.0052930+00:00,2026-09-22T14:02:50.4797344+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001746.txt
1747,2026-09-22T14:02:52.0623987+00:00,2026-09-22T14:02:52.5074993+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001747.txt
1747,2026-09-22T14:02:52.0623987+00:00,2026-09-22T14:02:52.5074993+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001747.txt
1747,2026-09-22T14:02:52.0623987+00:00,2026-09-22T14:02:52.5074993+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001747.txt
1748,2026-09-22T14:02:54.1296906+00:00,2026-09-22T14:02:54.6372789+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001748.txt
1748,2026-09-22T14:02:54.1296906+00:00,2026-09-22T14:02:54.6372789+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001748.txt
1748,2026-09-22T14:02:54.1296906+00:00,2026-09-22T14:02:54.6372789+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001748.txt
1749,2026-09-22T14:02:56.2045063+00:00,2026-09-22T14:02:56.6973468+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001749.txt
1749,2026-09-22T14:02:56.2045063+00:00,2026-09-22T14:02:56.6973468+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001749.txt
1749,2026-09-22T14:02:56.2045063+00:00,2026-09-22T14:02:56.6973468+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001749.txt
1750,2026-09-22T14:02:58.2688089+00:00,2026-09-22T14:02:58.7977675+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001750.txt
1750,2026-09-22T14:02:58.2688089+00:00,2026-09-22T14:02:58.7977675+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001750.txt
1750,2026-09-22T14:02:58.2688089+00:00,2026-09-22T14:02:58.7977675+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001750.txt
1751,2026-09-22T14:03:00.3285172+00:00,2026-09-22T14:03:01.0734456+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001751.txt
1751,2026-09-22T14:03:00.3285172+00:00,2026-09-22T14:03:01.0734456+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001751.txt
1751,2026-09-22T14:03:00.3285172+00:00,2026-09-22T14:03:01.0734456+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001751.txt
1752,2026-09-22T14:03:02.3884890+00:00,2026-09-22T14:03:02.7932434+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001752.txt
1752,2026-09-22T14:03:02.3884890+00:00,2026-09-22T14:03:02.7932434+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001752.txt
1752,2026-09-22T14:03:02.3884890+00:00,2026-09-22T14:03:02.7932434+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001752.txt
1753,2026-09-22T14:03:04.4399287+00:00,2026-09-22T14:03:04.8875189+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001753.txt
1753,2026-09-22T14:03:04.4399287+00:00,2026-09-22T14:03:04.8875189+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001753.txt
1753,2026-09-22T14:03:04.4399287+00:00,2026-09-22T14:03:04.8875189+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001753.txt
1754,2026-09-22T14:03:06.5043307+00:00,2026-09-22T14:03:07.0394999+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001754.txt
1754,2026-09-22T14:03:06.5043307+00:00,2026-09-22T14:03:07.0394999+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001754.txt
1754,2026-09-22T14:03:06.5043307+00:00,2026-09-22T14:03:07.0394999+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001754.txt
1755,2026-09-22T14:03:08.5616698+00:00,2026-09-22T14:03:09.0241307+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001755.txt
1755,2026-09-22T14:03:08.5616698+00:00,2026-09-22T14:03:09.0241307+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001755.txt
1755,2026-09-22T14:03:08.5616698+00:00,2026-09-22T14:03:09.0241307+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001755.txt
1756,2026-09-22T14:03:10.6247784+00:00,2026-09-22T14:03:11.1699371+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001756.txt
1756,2026-09-22T14:03:10.6247784+00:00,2026-09-22T14:03:11.1699371+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001756.txt
1756,2026-09-22T14:03:10.6247784+00:00,2026-09-22T14:03:11.1699371+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001756.txt
1757,2026-09-22T14:03:12.6883676+00:00,2026-09-22T14:03:13.1866029+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001757.txt
1757,2026-09-22T14:03:12.6883676+00:00,2026-09-22T14:03:13.1866029+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001757.txt
1757,2026-09-22T14:03:12.6883676+00:00,2026-09-22T14:03:13.1866029+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001757.txt
1758,2026-09-22T14:03:14.7429660+00:00,2026-09-22T14:03:15.2656789+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001758.txt
1758,2026-09-22T14:03:14.7429660+00:00,2026-09-22T14:03:15.2656789+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001758.txt
1758,2026-09-22T14:03:14.7429660+00:00,2026-09-22T14:03:15.2656789+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001758.txt
1759,2026-09-22T14:03:16.8183017+00:00,2026-09-22T14:03:17.3469895+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001759.txt
1759,2026-09-22T14:03:16.8183017+00:00,2026-09-22T14:03:17.3469895+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001759.txt
1759,2026-09-22T14:03:16.8183017+00:00,2026-09-22T14:03:17.3469895+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001759.txt
1760,2026-09-22T14:03:18.8714824+00:00,2026-09-22T14:03:19.4327702+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001760.txt
1760,2026-09-22T14:03:18.8714824+00:00,2026-09-22T14:03:19.4327702+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001760.txt
1760,2026-09-22T14:03:18.8714824+00:00,2026-09-22T14:03:19.4327702+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001760.txt
1761,2026-09-22T14:03:20.9308615+00:00,2026-09-22T14:03:21.4775934+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001761.txt
1761,2026-09-22T14:03:20.9308615+00:00,2026-09-22T14:03:21.4775934+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001761.txt
1761,2026-09-22T14:03:20.9308615+00:00,2026-09-22T14:03:21.4775934+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001761.txt
1762,2026-09-22T14:03:22.9786431+00:00,2026-09-22T14:03:23.4672981+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001762.txt
1762,2026-09-22T14:03:22.9786431+00:00,2026-09-22T14:03:23.4672981+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001762.txt
1762,2026-09-22T14:03:22.9786431+00:00,2026-09-22T14:03:23.4672981+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001762.txt
1763,2026-09-22T14:03:25.0401785+00:00,2026-09-22T14:03:25.4987513+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001763.txt
1763,2026-09-22T14:03:25.0401785+00:00,2026-09-22T14:03:25.4987513+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001763.txt
1763,2026-09-22T14:03:25.0401785+00:00,2026-09-22T14:03:25.4987513+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001763.txt
1764,2026-09-22T14:03:27.0898450+00:00,2026-09-22T14:03:27.5961996+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001764.txt
1764,2026-09-22T14:03:27.0898450+00:00,2026-09-22T14:03:27.5961996+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001764.txt
1764,2026-09-22T14:03:27.0898450+00:00,2026-09-22T14:03:27.5961996+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001764.txt
1765,2026-09-22T14:03:29.1604749+00:00,2026-09-22T14:03:29.7012717+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001765.txt
1765,2026-09-22T14:03:29.1604749+00:00,2026-09-22T14:03:29.7012717+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001765.txt
1765,2026-09-22T14:03:29.1604749+00:00,2026-09-22T14:03:29.7012717+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001765.txt
1766,2026-09-22T14:03:31.1920284+00:00,2026-09-22T14:03:31.7427797+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001766.txt
1766,2026-09-22T14:03:31.1920284+00:00,2026-09-22T14:03:31.7427797+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001766.txt
1766,2026-09-22T14:03:31.1920284+00:00,2026-09-22T14:03:31.7427797+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001766.txt
1767,2026-09-22T14:03:33.2558708+00:00,2026-09-22T14:03:33.6986242+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001767.txt
1767,2026-09-22T14:03:33.2558708+00:00,2026-09-22T14:03:33.6986242+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001767.txt
1767,2026-09-22T14:03:33.2558708+00:00,2026-09-22T14:03:33.6986242+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001767.txt
1768,2026-09-22T14:03:35.3064250+00:00,2026-09-22T14:03:35.7699251+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001768.txt
1768,2026-09-22T14:03:35.3064250+00:00,2026-09-22T14:03:35.7699251+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001768.txt
1768,2026-09-22T14:03:35.3064250+00:00,2026-09-22T14:03:35.7699251+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001768.txt
1769,2026-09-22T14:03:37.3632286+00:00,2026-09-22T14:03:37.8569936+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001769.txt
1769,2026-09-22T14:03:37.3632286+00:00,2026-09-22T14:03:37.8569936+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001769.txt
1769,2026-09-22T14:03:37.3632286+00:00,2026-09-22T14:03:37.8569936+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001769.txt
1770,2026-09-22T14:03:39.4438664+00:00,2026-09-22T14:03:39.9459939+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001770.txt
1770,2026-09-22T14:03:39.4438664+00:00,2026-09-22T14:03:39.9459939+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001770.txt
1770,2026-09-22T14:03:39.4438664+00:00,2026-09-22T14:03:39.9459939+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001770.txt
1771,2026-09-22T14:03:41.5057142+00:00,2026-09-22T14:03:41.9869341+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001771.txt
1771,2026-09-22T14:03:41.5057142+00:00,2026-09-22T14:03:41.9869341+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001771.txt
1771,2026-09-22T14:03:41.5057142+00:00,2026-09-22T14:03:41.9869341+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001771.txt
1772,2026-09-22T14:03:43.5675310+00:00,2026-09-22T14:03:44.0886431+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001772.txt
1772,2026-09-22T14:03:43.5675310+00:00,2026-09-22T14:03:44.0886431+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001772.txt
1772,2026-09-22T14:03:43.5675310+00:00,2026-09-22T14:03:44.0886431+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001772.txt
1773,2026-09-22T14:03:45.6243121+00:00,2026-09-22T14:03:45.9701477+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001773.txt
1773,2026-09-22T14:03:45.6243121+00:00,2026-09-22T14:03:45.9701477+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001773.txt
1773,2026-09-22T14:03:45.6243121+00:00,2026-09-22T14:03:45.9701477+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001773.txt
1774,2026-09-22T14:03:47.6664680+00:00,2026-09-22T14:03:48.1337351+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001774.txt
1774,2026-09-22T14:03:47.6664680+00:00,2026-09-22T14:03:48.1337351+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001774.txt
1774,2026-09-22T14:03:47.6664680+00:00,2026-09-22T14:03:48.1337351+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001774.txt
1775,2026-09-22T14:03:49.7367813+00:00,2026-09-22T14:03:50.2051324+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001775.txt
1775,2026-09-22T14:03:49.7367813+00:00,2026-09-22T14:03:50.2051324+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001775.txt
1775,2026-09-22T14:03:49.7367813+00:00,2026-09-22T14:03:50.2051324+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001775.txt
1776,2026-09-22T14:03:51.8093603+00:00,2026-09-22T14:03:52.3642616+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001776.txt
1776,2026-09-22T14:03:51.8093603+00:00,2026-09-22T14:03:52.3642616+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001776.txt
1776,2026-09-22T14:03:51.8093603+00:00,2026-09-22T14:03:52.3642616+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001776.txt
1777,2026-09-22T14:03:53.8563106+00:00,2026-09-22T14:03:54.3318080+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001777.txt
1777,2026-09-22T14:03:53.8563106+00:00,2026-09-22T14:03:54.3318080+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001777.txt
1777,2026-09-22T14:03:53.8563106+00:00,2026-09-22T14:03:54.3318080+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001777.txt
1778,2026-09-22T14:03:55.9183388+00:00,2026-09-22T14:03:56.4029365+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001778.txt
1778,2026-09-22T14:03:55.9183388+00:00,2026-09-22T14:03:56.4029365+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001778.txt
1778,2026-09-22T14:03:55.9183388+00:00,2026-09-22T14:03:56.4029365+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001778.txt
1779,2026-09-22T14:03:57.9772363+00:00,2026-09-22T14:03:58.4535934+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001779.txt
1779,2026-09-22T14:03:57.9772363+00:00,2026-09-22T14:03:58.4535934+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001779.txt
1779,2026-09-22T14:03:57.9772363+00:00,2026-09-22T14:03:58.4535934+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001779.txt
1780,2026-09-22T14:04:00.0355434+00:00,2026-09-22T14:04:00.5514823+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001780.txt
1780,2026-09-22T14:04:00.0355434+00:00,2026-09-22T14:04:00.5514823+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001780.txt
1780,2026-09-22T14:04:00.0355434+00:00,2026-09-22T14:04:00.5514823+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001780.txt
1781,2026-09-22T14:04:02.0901463+00:00,2026-09-22T14:04:02.4386057+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001781.txt
1781,2026-09-22T14:04:02.0901463+00:00,2026-09-22T14:04:02.4386057+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001781.txt
1781,2026-09-22T14:04:02.0901463+00:00,2026-09-22T14:04:02.4386057+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001781.txt
1782,2026-09-22T14:04:04.1401169+00:00,2026-09-22T14:04:04.6018628+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001782.txt
1782,2026-09-22T14:04:04.1401169+00:00,2026-09-22T14:04:04.6018628+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001782.txt
1782,2026-09-22T14:04:04.1401169+00:00,2026-09-22T14:04:04.6018628+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_001782.txt
