sample,start_utc,end_utc,phase,event_relative_s,address,token_rows,up_normal_rows,owns_values,ownership_sha256,source_file
0,2026-09-22T13:03:01.0019186+00:00,2026-09-22T13:03:01.4877084+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000000.txt
0,2026-09-22T13:03:01.0019186+00:00,2026-09-22T13:03:01.4877084+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000000.txt
0,2026-09-22T13:03:01.0019186+00:00,2026-09-22T13:03:01.4877084+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000000.txt
1,2026-09-22T13:03:03.3298705+00:00,2026-09-22T13:03:03.7490675+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000001.txt
1,2026-09-22T13:03:03.3298705+00:00,2026-09-22T13:03:03.7490675+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000001.txt
1,2026-09-22T13:03:03.3298705+00:00,2026-09-22T13:03:03.7490675+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000001.txt
2,2026-09-22T13:03:05.3831014+00:00,2026-09-22T13:03:05.8374535+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000002.txt
2,2026-09-22T13:03:05.3831014+00:00,2026-09-22T13:03:05.8374535+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000002.txt
2,2026-09-22T13:03:05.3831014+00:00,2026-09-22T13:03:05.8374535+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000002.txt
3,2026-09-22T13:03:07.4241645+00:00,2026-09-22T13:03:07.8613216+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000003.txt
3,2026-09-22T13:03:07.4241645+00:00,2026-09-22T13:03:07.8613216+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000003.txt
3,2026-09-22T13:03:07.4241645+00:00,2026-09-22T13:03:07.8613216+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000003.txt
4,2026-09-22T13:03:09.5027593+00:00,2026-09-22T13:03:09.8399311+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000004.txt
4,2026-09-22T13:03:09.5027593+00:00,2026-09-22T13:03:09.8399311+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000004.txt
4,2026-09-22T13:03:09.5027593+00:00,2026-09-22T13:03:09.8399311+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000004.txt
5,2026-09-22T13:03:11.5554269+00:00,2026-09-22T13:03:11.8944535+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000005.txt
5,2026-09-22T13:03:11.5554269+00:00,2026-09-22T13:03:11.8944535+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000005.txt
5,2026-09-22T13:03:11.5554269+00:00,2026-09-22T13:03:11.8944535+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000005.txt
6,2026-09-22T13:03:13.5991186+00:00,2026-09-22T13:03:14.0321585+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000006.txt
6,2026-09-22T13:03:13.5991186+00:00,2026-09-22T13:03:14.0321585+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000006.txt
6,2026-09-22T13:03:13.5991186+00:00,2026-09-22T13:03:14.0321585+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000006.txt
7,2026-09-22T13:03:15.6496180+00:00,2026-09-22T13:03:16.0567744+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000007.txt
7,2026-09-22T13:03:15.6496180+00:00,2026-09-22T13:03:16.0567744+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000007.txt
7,2026-09-22T13:03:15.6496180+00:00,2026-09-22T13:03:16.0567744+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000007.txt
8,2026-09-22T13:03:17.6826208+00:00,2026-09-22T13:03:18.0785809+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000008.txt
8,2026-09-22T13:03:17.6826208+00:00,2026-09-22T13:03:18.0785809+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000008.txt
8,2026-09-22T13:03:17.6826208+00:00,2026-09-22T13:03:18.0785809+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000008.txt
9,2026-09-22T13:03:19.7187914+00:00,2026-09-22T13:03:20.1101470+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000009.txt
9,2026-09-22T13:03:19.7187914+00:00,2026-09-22T13:03:20.1101470+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000009.txt
9,2026-09-22T13:03:19.7187914+00:00,2026-09-22T13:03:20.1101470+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000009.txt
10,2026-09-22T13:03:21.7701757+00:00,2026-09-22T13:03:22.1191835+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000010.txt
10,2026-09-22T13:03:21.7701757+00:00,2026-09-22T13:03:22.1191835+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000010.txt
10,2026-09-22T13:03:21.7701757+00:00,2026-09-22T13:03:22.1191835+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000010.txt
11,2026-09-22T13:03:23.8493547+00:00,2026-09-22T13:03:24.3072656+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000011.txt
11,2026-09-22T13:03:23.8493547+00:00,2026-09-22T13:03:24.3072656+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000011.txt
11,2026-09-22T13:03:23.8493547+00:00,2026-09-22T13:03:24.3072656+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000011.txt
12,2026-09-22T13:03:25.8959947+00:00,2026-09-22T13:03:26.2912952+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000012.txt
12,2026-09-22T13:03:25.8959947+00:00,2026-09-22T13:03:26.2912952+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000012.txt
12,2026-09-22T13:03:25.8959947+00:00,2026-09-22T13:03:26.2912952+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000012.txt
13,2026-09-22T13:03:27.9582647+00:00,2026-09-22T13:03:28.4044833+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000013.txt
13,2026-09-22T13:03:27.9582647+00:00,2026-09-22T13:03:28.4044833+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000013.txt
13,2026-09-22T13:03:27.9582647+00:00,2026-09-22T13:03:28.4044833+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000013.txt
14,2026-09-22T13:03:30.0133715+00:00,2026-09-22T13:03:30.4258024+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000014.txt
14,2026-09-22T13:03:30.0133715+00:00,2026-09-22T13:03:30.4258024+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000014.txt
14,2026-09-22T13:03:30.0133715+00:00,2026-09-22T13:03:30.4258024+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000014.txt
15,2026-09-22T13:03:32.0628697+00:00,2026-09-22T13:03:32.4320935+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000015.txt
15,2026-09-22T13:03:32.0628697+00:00,2026-09-22T13:03:32.4320935+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000015.txt
15,2026-09-22T13:03:32.0628697+00:00,2026-09-22T13:03:32.4320935+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000015.txt
16,2026-09-22T13:03:34.1280246+00:00,2026-09-22T13:03:34.5729468+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000016.txt
16,2026-09-22T13:03:34.1280246+00:00,2026-09-22T13:03:34.5729468+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000016.txt
16,2026-09-22T13:03:34.1280246+00:00,2026-09-22T13:03:34.5729468+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000016.txt
17,2026-09-22T13:03:36.1886747+00:00,2026-09-22T13:03:36.6000367+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000017.txt
17,2026-09-22T13:03:36.1886747+00:00,2026-09-22T13:03:36.6000367+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000017.txt
17,2026-09-22T13:03:36.1886747+00:00,2026-09-22T13:03:36.6000367+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000017.txt
18,2026-09-22T13:03:38.2375977+00:00,2026-09-22T13:03:38.5959234+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000018.txt
18,2026-09-22T13:03:38.2375977+00:00,2026-09-22T13:03:38.5959234+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000018.txt
18,2026-09-22T13:03:38.2375977+00:00,2026-09-22T13:03:38.5959234+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000018.txt
19,2026-09-22T13:03:40.2879478+00:00,2026-09-22T13:03:40.6874808+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000019.txt
19,2026-09-22T13:03:40.2879478+00:00,2026-09-22T13:03:40.6874808+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000019.txt
19,2026-09-22T13:03:40.2879478+00:00,2026-09-22T13:03:40.6874808+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000019.txt
20,2026-09-22T13:03:42.3422434+00:00,2026-09-22T13:03:42.7895498+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000020.txt
20,2026-09-22T13:03:42.3422434+00:00,2026-09-22T13:03:42.7895498+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000020.txt
20,2026-09-22T13:03:42.3422434+00:00,2026-09-22T13:03:42.7895498+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000020.txt
21,2026-09-22T13:03:44.4097362+00:00,2026-09-22T13:03:44.7714831+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000021.txt
21,2026-09-22T13:03:44.4097362+00:00,2026-09-22T13:03:44.7714831+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000021.txt
21,2026-09-22T13:03:44.4097362+00:00,2026-09-22T13:03:44.7714831+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000021.txt
22,2026-09-22T13:03:46.4513651+00:00,2026-09-22T13:03:46.7802120+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000022.txt
22,2026-09-22T13:03:46.4513651+00:00,2026-09-22T13:03:46.7802120+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000022.txt
22,2026-09-22T13:03:46.4513651+00:00,2026-09-22T13:03:46.7802120+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000022.txt
23,2026-09-22T13:03:48.5049232+00:00,2026-09-22T13:03:48.9080078+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000023.txt
23,2026-09-22T13:03:48.5049232+00:00,2026-09-22T13:03:48.9080078+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000023.txt
23,2026-09-22T13:03:48.5049232+00:00,2026-09-22T13:03:48.9080078+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000023.txt
24,2026-09-22T13:03:50.5651838+00:00,2026-09-22T13:03:50.9023977+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000024.txt
24,2026-09-22T13:03:50.5651838+00:00,2026-09-22T13:03:50.9023977+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000024.txt
24,2026-09-22T13:03:50.5651838+00:00,2026-09-22T13:03:50.9023977+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000024.txt
25,2026-09-22T13:03:52.6122086+00:00,2026-09-22T13:03:52.9641729+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000025.txt
25,2026-09-22T13:03:52.6122086+00:00,2026-09-22T13:03:52.9641729+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000025.txt
25,2026-09-22T13:03:52.6122086+00:00,2026-09-22T13:03:52.9641729+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000025.txt
26,2026-09-22T13:03:54.6637593+00:00,2026-09-22T13:03:55.0642203+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000026.txt
26,2026-09-22T13:03:54.6637593+00:00,2026-09-22T13:03:55.0642203+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000026.txt
26,2026-09-22T13:03:54.6637593+00:00,2026-09-22T13:03:55.0642203+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000026.txt
27,2026-09-22T13:03:56.7192395+00:00,2026-09-22T13:03:57.1917526+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000027.txt
27,2026-09-22T13:03:56.7192395+00:00,2026-09-22T13:03:57.1917526+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000027.txt
27,2026-09-22T13:03:56.7192395+00:00,2026-09-22T13:03:57.1917526+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000027.txt
28,2026-09-22T13:03:58.7715595+00:00,2026-09-22T13:03:59.2585322+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000028.txt
28,2026-09-22T13:03:58.7715595+00:00,2026-09-22T13:03:59.2585322+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000028.txt
28,2026-09-22T13:03:58.7715595+00:00,2026-09-22T13:03:59.2585322+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000028.txt
29,2026-09-22T13:04:00.8192951+00:00,2026-09-22T13:04:01.2549574+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000029.txt
29,2026-09-22T13:04:00.8192951+00:00,2026-09-22T13:04:01.2549574+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000029.txt
29,2026-09-22T13:04:00.8192951+00:00,2026-09-22T13:04:01.2549574+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000029.txt
30,2026-09-22T13:04:02.8792977+00:00,2026-09-22T13:04:03.2291975+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000030.txt
30,2026-09-22T13:04:02.8792977+00:00,2026-09-22T13:04:03.2291975+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000030.txt
30,2026-09-22T13:04:02.8792977+00:00,2026-09-22T13:04:03.2291975+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000030.txt
31,2026-09-22T13:04:04.9162041+00:00,2026-09-22T13:04:05.3047566+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000031.txt
31,2026-09-22T13:04:04.9162041+00:00,2026-09-22T13:04:05.3047566+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000031.txt
31,2026-09-22T13:04:04.9162041+00:00,2026-09-22T13:04:05.3047566+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000031.txt
32,2026-09-22T13:04:06.9703636+00:00,2026-09-22T13:04:07.3463647+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000032.txt
32,2026-09-22T13:04:06.9703636+00:00,2026-09-22T13:04:07.3463647+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000032.txt
32,2026-09-22T13:04:06.9703636+00:00,2026-09-22T13:04:07.3463647+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000032.txt
33,2026-09-22T13:04:09.0007905+00:00,2026-09-22T13:04:09.3445679+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000033.txt
33,2026-09-22T13:04:09.0007905+00:00,2026-09-22T13:04:09.3445679+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000033.txt
33,2026-09-22T13:04:09.0007905+00:00,2026-09-22T13:04:09.3445679+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000033.txt
34,2026-09-22T13:04:11.0401141+00:00,2026-09-22T13:04:11.4029027+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000034.txt
34,2026-09-22T13:04:11.0401141+00:00,2026-09-22T13:04:11.4029027+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000034.txt
34,2026-09-22T13:04:11.0401141+00:00,2026-09-22T13:04:11.4029027+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000034.txt
35,2026-09-22T13:04:13.1038227+00:00,2026-09-22T13:04:13.4407071+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000035.txt
35,2026-09-22T13:04:13.1038227+00:00,2026-09-22T13:04:13.4407071+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000035.txt
35,2026-09-22T13:04:13.1038227+00:00,2026-09-22T13:04:13.4407071+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000035.txt
36,2026-09-22T13:04:15.1484217+00:00,2026-09-22T13:04:15.5323303+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000036.txt
36,2026-09-22T13:04:15.1484217+00:00,2026-09-22T13:04:15.5323303+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000036.txt
36,2026-09-22T13:04:15.1484217+00:00,2026-09-22T13:04:15.5323303+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000036.txt
37,2026-09-22T13:04:17.2118354+00:00,2026-09-22T13:04:17.5293878+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000037.txt
37,2026-09-22T13:04:17.2118354+00:00,2026-09-22T13:04:17.5293878+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000037.txt
37,2026-09-22T13:04:17.2118354+00:00,2026-09-22T13:04:17.5293878+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000037.txt
38,2026-09-22T13:04:19.2626699+00:00,2026-09-22T13:04:19.6333027+00:00,,,172.29.0.11,256,256,65.48%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000038.txt
38,2026-09-22T13:04:19.2626699+00:00,2026-09-22T13:04:19.6333027+00:00,,,172.29.0.12,256,256,63.78%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000038.txt
38,2026-09-22T13:04:19.2626699+00:00,2026-09-22T13:04:19.6333027+00:00,,,172.29.0.13,256,256,70.74%,f9ca306ce55b0a73b3d6788f64242d3d0dfb9cb98e230ba85448ffc3536dcae8,ring_000038.txt
