treatment,phase,event,timestamp_utc,event_relative_s,sample,node,node_count,direction,shards,counter_bytes,increment_bytes,counter_reset
tablets,scaleout,join_command_start,2026-09-21T17:53:18.748569+00:00,679.665559,2907,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:18.748569+00:00,679.665559,2907,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:18.748569+00:00,679.665559,2907,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:18.748569+00:00,679.665559,2907,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:18.748569+00:00,679.665559,2907,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:18.748569+00:00,679.665559,2907,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:19.748763+00:00,680.665753,2908,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:19.748763+00:00,680.665753,2908,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:19.748763+00:00,680.665753,2908,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:19.748763+00:00,680.665753,2908,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:19.748763+00:00,680.665753,2908,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:19.748763+00:00,680.665753,2908,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:19.748763+00:00,680.665753,2908,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:19.748763+00:00,680.665753,2908,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:20.746566+00:00,681.663556,2909,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:20.746566+00:00,681.663556,2909,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:20.746566+00:00,681.663556,2909,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:20.746566+00:00,681.663556,2909,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:20.746566+00:00,681.663556,2909,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:20.746566+00:00,681.663556,2909,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:20.746566+00:00,681.663556,2909,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:20.746566+00:00,681.663556,2909,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:21.746809+00:00,682.663799,2910,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:21.746809+00:00,682.663799,2910,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:21.746809+00:00,682.663799,2910,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:21.746809+00:00,682.663799,2910,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:21.746809+00:00,682.663799,2910,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:21.746809+00:00,682.663799,2910,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:21.746809+00:00,682.663799,2910,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:21.746809+00:00,682.663799,2910,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:22.746918+00:00,683.663908,2911,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:22.746918+00:00,683.663908,2911,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:22.746918+00:00,683.663908,2911,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:22.746918+00:00,683.663908,2911,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:22.746918+00:00,683.663908,2911,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:22.746918+00:00,683.663908,2911,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:22.746918+00:00,683.663908,2911,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:22.746918+00:00,683.663908,2911,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:23.747074+00:00,684.664064,2912,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:23.747074+00:00,684.664064,2912,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:23.747074+00:00,684.664064,2912,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:23.747074+00:00,684.664064,2912,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:23.747074+00:00,684.664064,2912,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:23.747074+00:00,684.664064,2912,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:23.747074+00:00,684.664064,2912,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:23.747074+00:00,684.664064,2912,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:24.747224+00:00,685.664214,2913,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:24.747224+00:00,685.664214,2913,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:24.747224+00:00,685.664214,2913,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:24.747224+00:00,685.664214,2913,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:24.747224+00:00,685.664214,2913,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:24.747224+00:00,685.664214,2913,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:24.747224+00:00,685.664214,2913,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:24.747224+00:00,685.664214,2913,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:25.747350+00:00,686.664340,2914,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:25.747350+00:00,686.664340,2914,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:25.747350+00:00,686.664340,2914,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:25.747350+00:00,686.664340,2914,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:25.747350+00:00,686.664340,2914,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:25.747350+00:00,686.664340,2914,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:25.747350+00:00,686.664340,2914,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:25.747350+00:00,686.664340,2914,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:26.747544+00:00,687.664534,2915,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:26.747544+00:00,687.664534,2915,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:26.747544+00:00,687.664534,2915,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:26.747544+00:00,687.664534,2915,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:26.747544+00:00,687.664534,2915,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:26.747544+00:00,687.664534,2915,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:26.747544+00:00,687.664534,2915,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:26.747544+00:00,687.664534,2915,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:27.747714+00:00,688.664704,2916,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:27.747714+00:00,688.664704,2916,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:27.747714+00:00,688.664704,2916,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:27.747714+00:00,688.664704,2916,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:27.747714+00:00,688.664704,2916,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:27.747714+00:00,688.664704,2916,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:27.747714+00:00,688.664704,2916,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:27.747714+00:00,688.664704,2916,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:28.748001+00:00,689.664991,2917,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:28.748001+00:00,689.664991,2917,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:28.748001+00:00,689.664991,2917,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:28.748001+00:00,689.664991,2917,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:28.748001+00:00,689.664991,2917,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:28.748001+00:00,689.664991,2917,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:28.748001+00:00,689.664991,2917,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:28.748001+00:00,689.664991,2917,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:29.748251+00:00,690.665241,2918,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:29.748251+00:00,690.665241,2918,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:29.748251+00:00,690.665241,2918,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:29.748251+00:00,690.665241,2918,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:29.748251+00:00,690.665241,2918,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:29.748251+00:00,690.665241,2918,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:29.748251+00:00,690.665241,2918,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:29.748251+00:00,690.665241,2918,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:30.748401+00:00,691.665391,2919,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:30.748401+00:00,691.665391,2919,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:30.748401+00:00,691.665391,2919,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:30.748401+00:00,691.665391,2919,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:30.748401+00:00,691.665391,2919,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:30.748401+00:00,691.665391,2919,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:30.748401+00:00,691.665391,2919,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:30.748401+00:00,691.665391,2919,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:31.748589+00:00,692.665579,2920,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:31.748589+00:00,692.665579,2920,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:31.748589+00:00,692.665579,2920,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:31.748589+00:00,692.665579,2920,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:31.748589+00:00,692.665579,2920,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:31.748589+00:00,692.665579,2920,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:31.748589+00:00,692.665579,2920,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:31.748589+00:00,692.665579,2920,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:32.748954+00:00,693.665944,2921,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:32.748954+00:00,693.665944,2921,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:32.748954+00:00,693.665944,2921,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:32.748954+00:00,693.665944,2921,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:32.748954+00:00,693.665944,2921,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:32.748954+00:00,693.665944,2921,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:32.748954+00:00,693.665944,2921,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:32.748954+00:00,693.665944,2921,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:33.749081+00:00,694.666071,2922,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:33.749081+00:00,694.666071,2922,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:33.749081+00:00,694.666071,2922,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:33.749081+00:00,694.666071,2922,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:33.749081+00:00,694.666071,2922,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:33.749081+00:00,694.666071,2922,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:33.749081+00:00,694.666071,2922,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:33.749081+00:00,694.666071,2922,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:34.749206+00:00,695.666196,2923,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:34.749206+00:00,695.666196,2923,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:34.749206+00:00,695.666196,2923,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:34.749206+00:00,695.666196,2923,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:34.749206+00:00,695.666196,2923,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:34.749206+00:00,695.666196,2923,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:34.749206+00:00,695.666196,2923,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:34.749206+00:00,695.666196,2923,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:35.749515+00:00,696.666505,2924,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:35.749515+00:00,696.666505,2924,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:35.749515+00:00,696.666505,2924,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:35.749515+00:00,696.666505,2924,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:35.749515+00:00,696.666505,2924,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:35.749515+00:00,696.666505,2924,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:35.749515+00:00,696.666505,2924,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:35.749515+00:00,696.666505,2924,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:36.749831+00:00,697.666821,2925,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:36.749831+00:00,697.666821,2925,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:36.749831+00:00,697.666821,2925,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:36.749831+00:00,697.666821,2925,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:36.749831+00:00,697.666821,2925,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:36.749831+00:00,697.666821,2925,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:36.749831+00:00,697.666821,2925,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:36.749831+00:00,697.666821,2925,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:37.749963+00:00,698.666953,2926,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:37.749963+00:00,698.666953,2926,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:37.749963+00:00,698.666953,2926,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:37.749963+00:00,698.666953,2926,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:37.749963+00:00,698.666953,2926,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:37.749963+00:00,698.666953,2926,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:37.749963+00:00,698.666953,2926,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:37.749963+00:00,698.666953,2926,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:38.750146+00:00,699.667136,2927,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:38.750146+00:00,699.667136,2927,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:38.750146+00:00,699.667136,2927,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:38.750146+00:00,699.667136,2927,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:38.750146+00:00,699.667136,2927,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:38.750146+00:00,699.667136,2927,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:38.750146+00:00,699.667136,2927,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:38.750146+00:00,699.667136,2927,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:39.750531+00:00,700.667521,2928,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:39.750531+00:00,700.667521,2928,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:39.750531+00:00,700.667521,2928,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:39.750531+00:00,700.667521,2928,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:39.750531+00:00,700.667521,2928,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:39.750531+00:00,700.667521,2928,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:39.750531+00:00,700.667521,2928,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:39.750531+00:00,700.667521,2928,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:40.750643+00:00,701.667633,2929,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:40.750643+00:00,701.667633,2929,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:40.750643+00:00,701.667633,2929,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:40.750643+00:00,701.667633,2929,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:40.750643+00:00,701.667633,2929,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:40.750643+00:00,701.667633,2929,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:40.750643+00:00,701.667633,2929,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:40.750643+00:00,701.667633,2929,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:41.750854+00:00,702.667844,2930,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:41.750854+00:00,702.667844,2930,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:41.750854+00:00,702.667844,2930,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:41.750854+00:00,702.667844,2930,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:41.750854+00:00,702.667844,2930,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:41.750854+00:00,702.667844,2930,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:41.750854+00:00,702.667844,2930,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:41.750854+00:00,702.667844,2930,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:42.750987+00:00,703.667977,2931,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:42.750987+00:00,703.667977,2931,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:42.750987+00:00,703.667977,2931,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:42.750987+00:00,703.667977,2931,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:42.750987+00:00,703.667977,2931,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:42.750987+00:00,703.667977,2931,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:42.750987+00:00,703.667977,2931,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:42.750987+00:00,703.667977,2931,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:43.751129+00:00,704.668119,2932,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:43.751129+00:00,704.668119,2932,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:43.751129+00:00,704.668119,2932,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:43.751129+00:00,704.668119,2932,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:43.751129+00:00,704.668119,2932,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:43.751129+00:00,704.668119,2932,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:43.751129+00:00,704.668119,2932,r-scylla4,4,incoming,2,369362,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:43.751129+00:00,704.668119,2932,r-scylla4,4,outgoing,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:44.751257+00:00,705.668247,2933,r-scylla1,4,incoming,2,0,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:44.751257+00:00,705.668247,2933,r-scylla1,4,outgoing,2,415370,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:44.751257+00:00,705.668247,2933,r-scylla2,4,incoming,2,277094,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:44.751257+00:00,705.668247,2933,r-scylla2,4,outgoing,2,184898,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:44.751257+00:00,705.668247,2933,r-scylla3,4,incoming,2,138674,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:44.751257+00:00,705.668247,2933,r-scylla3,4,outgoing,2,184862,0,False
tablets,scaleout,join_command_start,2026-09-21T17:53:44.751257+00:00,705.668247,2933,r-scylla4,4,incoming,2,369362,0,False
