timestamp,phase,event_relative_s,tablet_rows,pending_replica_rows,active_transition_rows,placement_sha256,changed_from_previous
2026-09-21T17:04:19.520192+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:20.575213+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:21.663264+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:22.720259+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:23.772217+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:24.823785+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:25.888322+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:26.943641+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:28.014145+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:29.075166+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:30.123216+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:31.178895+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:32.275645+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:33.333717+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:34.409588+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:35.489433+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:36.561779+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:37.621149+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:38.699707+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:39.766542+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:40.831672+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:41.907438+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:42.978526+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:44.034858+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:45.113122+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:46.197927+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:47.280454+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:48.369644+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:49.418674+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:50.477748+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:51.544239+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:52.587423+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:53.622078+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:54.685352+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:55.726883+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:56.809716+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:57.848506+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:58.916434+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:04:59.957709+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:01.017855+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:02.063876+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:03.101347+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:04.153891+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:05.203786+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:06.246340+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:07.283540+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:08.324691+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:09.371550+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
