"timestamp_utc","sample","node","cpu_percent","memory_usage","network_io","block_io"
"2026-09-17T20:27:01.4981799+00:00","64","r-scylla1","5.64%","561.7MiB / 9.711GiB","156MB / 121MB","354MB / 1.08GB"
"2026-09-17T20:27:01.4981799+00:00","64","r-scylla2","5.52%","547.3MiB / 9.711GiB","156MB / 120MB","304MB / 1.08GB"
"2026-09-17T20:27:01.4981799+00:00","64","r-scylla3","5.52%","548.1MiB / 9.711GiB","156MB / 121MB","305MB / 1.08GB"
"2026-09-17T20:27:04.5121067+00:00","65","r-scylla1","6.74%","561.8MiB / 9.711GiB","156MB / 122MB","354MB / 1.08GB"
"2026-09-17T20:27:04.5121067+00:00","65","r-scylla2","6.44%","547.1MiB / 9.711GiB","156MB / 120MB","304MB / 1.08GB"
"2026-09-17T20:27:04.5121067+00:00","65","r-scylla3","5.87%","547.9MiB / 9.711GiB","156MB / 121MB","305MB / 1.08GB"
"2026-09-17T20:27:07.7297453+00:00","66","r-scylla1","7.07%","561.9MiB / 9.711GiB","156MB / 122MB","354MB / 1.08GB"
"2026-09-17T20:27:07.7297453+00:00","66","r-scylla2","6.02%","546.9MiB / 9.711GiB","156MB / 120MB","304MB / 1.08GB"
"2026-09-17T20:27:07.7297453+00:00","66","r-scylla3","6.39%","548.2MiB / 9.711GiB","156MB / 121MB","305MB / 1.08GB"
"2026-09-17T20:27:10.9814442+00:00","67","r-scylla1","5.73%","561.7MiB / 9.711GiB","156MB / 122MB","354MB / 1.08GB"
"2026-09-17T20:27:10.9814442+00:00","67","r-scylla2","5.51%","547MiB / 9.711GiB","156MB / 120MB","304MB / 1.08GB"
"2026-09-17T20:27:10.9814442+00:00","67","r-scylla3","5.40%","548.6MiB / 9.711GiB","156MB / 121MB","305MB / 1.08GB"
"2026-09-17T20:27:14.0175065+00:00","68","r-scylla1","6.70%","561.8MiB / 9.711GiB","156MB / 122MB","354MB / 1.08GB"
"2026-09-17T20:27:14.0175065+00:00","68","r-scylla2","5.93%","547.6MiB / 9.711GiB","156MB / 121MB","304MB / 1.08GB"
"2026-09-17T20:27:14.0175065+00:00","68","r-scylla3","6.69%","548.4MiB / 9.711GiB","156MB / 121MB","305MB / 1.08GB"
"2026-09-17T20:27:17.2548287+00:00","69","r-scylla1","5.62%","561.9MiB / 9.711GiB","156MB / 122MB","354MB / 1.08GB"
"2026-09-17T20:27:17.2548287+00:00","69","r-scylla2","5.53%","547.5MiB / 9.711GiB","156MB / 121MB","304MB / 1.08GB"
"2026-09-17T20:27:17.2548287+00:00","69","r-scylla3","5.64%","548.7MiB / 9.711GiB","157MB / 121MB","305MB / 1.08GB"
"2026-09-17T20:27:20.4954004+00:00","70","r-scylla1","6.09%","562MiB / 9.711GiB","156MB / 122MB","354MB / 1.08GB"
"2026-09-17T20:27:20.4954004+00:00","70","r-scylla2","5.52%","547.3MiB / 9.711GiB","156MB / 121MB","304MB / 1.08GB"
"2026-09-17T20:27:20.4954004+00:00","70","r-scylla3","6.35%","548.6MiB / 9.711GiB","157MB / 121MB","305MB / 1.08GB"
"2026-09-17T20:27:23.5430191+00:00","71","r-scylla1","6.71%","562.1MiB / 9.711GiB","156MB / 122MB","354MB / 1.08GB"
"2026-09-17T20:27:23.5430191+00:00","71","r-scylla2","5.11%","547.4MiB / 9.711GiB","156MB / 121MB","304MB / 1.08GB"
"2026-09-17T20:27:23.5430191+00:00","71","r-scylla3","6.50%","548.5MiB / 9.711GiB","157MB / 122MB","305MB / 1.08GB"
"2026-09-17T20:27:26.8238833+00:00","72","r-scylla1","5.88%","562.2MiB / 9.711GiB","156MB / 123MB","354MB / 1.08GB"
"2026-09-17T20:27:26.8238833+00:00","72","r-scylla2","6.02%","547.8MiB / 9.711GiB","156MB / 121MB","304MB / 1.08GB"
"2026-09-17T20:27:26.8238833+00:00","72","r-scylla3","6.56%","548.6MiB / 9.711GiB","157MB / 122MB","305MB / 1.08GB"
"2026-09-17T20:27:30.0250670+00:00","73","r-scylla1","5.18%","562.3MiB / 9.711GiB","157MB / 123MB","354MB / 1.08GB"
"2026-09-17T20:27:30.0250670+00:00","73","r-scylla2","4.65%","547.6MiB / 9.711GiB","156MB / 121MB","304MB / 1.08GB"
"2026-09-17T20:27:30.0250670+00:00","73","r-scylla3","5.15%","549.1MiB / 9.711GiB","157MB / 122MB","305MB / 1.08GB"
"2026-09-17T20:27:33.2121040+00:00","74","r-scylla1","5.05%","562.6MiB / 9.711GiB","157MB / 123MB","354MB / 1.08GB"
"2026-09-17T20:27:33.2121040+00:00","74","r-scylla2","4.56%","547.7MiB / 9.711GiB","157MB / 121MB","304MB / 1.08GB"
"2026-09-17T20:27:33.2121040+00:00","74","r-scylla3","7.98%","548.7MiB / 9.711GiB","157MB / 122MB","305MB / 1.08GB"
"2026-09-17T20:27:36.4605270+00:00","75","r-scylla1","6.28%","562.5MiB / 9.711GiB","157MB / 123MB","354MB / 1.08GB"
"2026-09-17T20:27:36.4605270+00:00","75","r-scylla2","4.82%","548.3MiB / 9.711GiB","157MB / 121MB","304MB / 1.08GB"
"2026-09-17T20:27:36.4605270+00:00","75","r-scylla3","5.52%","549.1MiB / 9.711GiB","157MB / 122MB","305MB / 1.08GB"
"2026-09-17T20:27:39.6966507+00:00","76","r-scylla1","5.44%","563MiB / 9.711GiB","157MB / 123MB","354MB / 1.08GB"
"2026-09-17T20:27:39.6966507+00:00","76","r-scylla2","4.59%","548.1MiB / 9.711GiB","157MB / 122MB","304MB / 1.08GB"
"2026-09-17T20:27:39.6966507+00:00","76","r-scylla3","5.51%","549.1MiB / 9.711GiB","157MB / 122MB","305MB / 1.08GB"
"2026-09-17T20:27:42.9673406+00:00","77","r-scylla1","6.37%","562.6MiB / 9.711GiB","157MB / 123MB","354MB / 1.08GB"
"2026-09-17T20:27:42.9673406+00:00","77","r-scylla2","5.77%","548MiB / 9.711GiB","157MB / 122MB","304MB / 1.08GB"
"2026-09-17T20:27:42.9673406+00:00","77","r-scylla3","5.61%","549MiB / 9.711GiB","157MB / 122MB","305MB / 1.08GB"
"2026-09-17T20:27:46.1932397+00:00","78","r-scylla1","6.03%","562.8MiB / 9.711GiB","157MB / 123MB","354MB / 1.08GB"
"2026-09-17T20:27:46.1932397+00:00","78","r-scylla2","6.00%","548.3MiB / 9.711GiB","157MB / 122MB","304MB / 1.08GB"
"2026-09-17T20:27:46.1932397+00:00","78","r-scylla3","6.34%","549.1MiB / 9.711GiB","158MB / 122MB","305MB / 1.08GB"
"2026-09-17T20:27:49.4083679+00:00","79","r-scylla1","5.31%","563.1MiB / 9.711GiB","157MB / 123MB","354MB / 1.08GB"
"2026-09-17T20:27:49.4083679+00:00","79","r-scylla2","5.52%","548.1MiB / 9.711GiB","157MB / 122MB","304MB / 1.08GB"
"2026-09-17T20:27:49.4083679+00:00","79","r-scylla3","6.44%","549.1MiB / 9.711GiB","158MB / 123MB","305MB / 1.08GB"
"2026-09-17T20:27:52.6694121+00:00","80","r-scylla1","5.65%","562.9MiB / 9.711GiB","157MB / 124MB","354MB / 1.08GB"
"2026-09-17T20:27:52.6694121+00:00","80","r-scylla2","5.10%","548.2MiB / 9.711GiB","157MB / 122MB","304MB / 1.08GB"
"2026-09-17T20:27:52.6694121+00:00","80","r-scylla3","6.16%","549.3MiB / 9.711GiB","158MB / 123MB","305MB / 1.08GB"
"2026-09-17T20:27:55.9034006+00:00","81","r-scylla1","5.80%","563MiB / 9.711GiB","157MB / 124MB","354MB / 1.08GB"
"2026-09-17T20:27:55.9034006+00:00","81","r-scylla2","5.41%","548.3MiB / 9.711GiB","157MB / 122MB","304MB / 1.08GB"
"2026-09-17T20:27:55.9034006+00:00","81","r-scylla3","6.07%","549.6MiB / 9.711GiB","158MB / 123MB","305MB / 1.08GB"
"2026-09-17T20:27:59.1400450+00:00","82","r-scylla1","8.50%","563MiB / 9.711GiB","157MB / 124MB","354MB / 1.08GB"
"2026-09-17T20:27:59.1400450+00:00","82","r-scylla2","5.92%","548.4MiB / 9.711GiB","157MB / 122MB","304MB / 1.08GB"
"2026-09-17T20:27:59.1400450+00:00","82","r-scylla3","5.84%","549.7MiB / 9.711GiB","158MB / 123MB","305MB / 1.08GB"
"2026-09-17T20:28:02.3989040+00:00","83","r-scylla1","5.72%","563.4MiB / 9.711GiB","158MB / 124MB","354MB / 1.08GB"
"2026-09-17T20:28:02.3989040+00:00","83","r-scylla2","5.11%","549MiB / 9.711GiB","157MB / 123MB","304MB / 1.08GB"
"2026-09-17T20:28:02.3989040+00:00","83","r-scylla3","5.15%","549.5MiB / 9.711GiB","158MB / 123MB","305MB / 1.08GB"
"2026-09-17T20:28:05.6298733+00:00","84","r-scylla1","4.27%","563.5MiB / 9.711GiB","158MB / 124MB","354MB / 1.08GB"
"2026-09-17T20:28:05.6298733+00:00","84","r-scylla2","3.96%","548.8MiB / 9.711GiB","158MB / 123MB","304MB / 1.08GB"
"2026-09-17T20:28:05.6298733+00:00","84","r-scylla3","4.47%","549.6MiB / 9.711GiB","158MB / 123MB","305MB / 1.08GB"
"2026-09-17T20:28:08.8184920+00:00","85","r-scylla1","8.14%","563.5MiB / 9.711GiB","158MB / 124MB","354MB / 1.08GB"
"2026-09-17T20:28:08.8184920+00:00","85","r-scylla2","8.23%","548.9MiB / 9.711GiB","158MB / 123MB","304MB / 1.08GB"
"2026-09-17T20:28:08.8184920+00:00","85","r-scylla3","5.86%","549.7MiB / 9.711GiB","158MB / 123MB","305MB / 1.08GB"
"2026-09-17T20:28:12.2043953+00:00","86","r-scylla1","5.50%","563.9MiB / 9.711GiB","158MB / 124MB","354MB / 1.08GB"
"2026-09-17T20:28:12.2043953+00:00","86","r-scylla2","5.33%","548.7MiB / 9.711GiB","158MB / 123MB","304MB / 1.08GB"
"2026-09-17T20:28:12.2043953+00:00","86","r-scylla3","6.03%","549.7MiB / 9.711GiB","158MB / 123MB","305MB / 1.08GB"
"2026-09-17T20:28:15.1203390+00:00","87","r-scylla1","5.27%","563.5MiB / 9.711GiB","158MB / 125MB","354MB / 1.08GB"
"2026-09-17T20:28:15.1203390+00:00","87","r-scylla2","5.41%","548.8MiB / 9.711GiB","158MB / 123MB","304MB / 1.08GB"
"2026-09-17T20:28:15.1203390+00:00","87","r-scylla3","5.88%","549.8MiB / 9.711GiB","158MB / 124MB","305MB / 1.08GB"
"2026-09-17T20:28:18.3436198+00:00","88","r-scylla1","5.20%","563.5MiB / 9.711GiB","158MB / 125MB","354MB / 1.08GB"
"2026-09-17T20:28:18.3436198+00:00","88","r-scylla2","4.36%","548.9MiB / 9.711GiB","158MB / 123MB","304MB / 1.08GB"
"2026-09-17T20:28:18.3436198+00:00","88","r-scylla3","6.38%","550.1MiB / 9.711GiB","159MB / 124MB","305MB / 1.08GB"
"2026-09-17T20:28:21.5993013+00:00","89","r-scylla1","5.27%","563.6MiB / 9.711GiB","158MB / 125MB","354MB / 1.08GB"
"2026-09-17T20:28:21.5993013+00:00","89","r-scylla2","5.33%","548.9MiB / 9.711GiB","158MB / 123MB","304MB / 1.08GB"
"2026-09-17T20:28:21.5993013+00:00","89","r-scylla3","5.17%","549.9MiB / 9.711GiB","159MB / 124MB","305MB / 1.08GB"
"2026-09-17T20:28:24.6167458+00:00","90","r-scylla1","6.41%","563.7MiB / 9.711GiB","158MB / 125MB","354MB / 1.08GB"
"2026-09-17T20:28:24.6167458+00:00","90","r-scylla2","5.53%","549MiB / 9.711GiB","158MB / 123MB","304MB / 1.08GB"
"2026-09-17T20:28:24.6167458+00:00","90","r-scylla3","5.87%","550MiB / 9.711GiB","159MB / 124MB","305MB / 1.08GB"
"2026-09-17T20:28:27.8615569+00:00","91","r-scylla1","6.36%","563.8MiB / 9.711GiB","158MB / 125MB","354MB / 1.08GB"
"2026-09-17T20:28:27.8615569+00:00","91","r-scylla2","5.84%","549.1MiB / 9.711GiB","158MB / 124MB","304MB / 1.08GB"
"2026-09-17T20:28:27.8615569+00:00","91","r-scylla3","5.35%","550MiB / 9.711GiB","159MB / 124MB","305MB / 1.08GB"
"2026-09-17T20:28:31.1236309+00:00","92","r-scylla1","4.71%","564.2MiB / 9.711GiB","158MB / 125MB","354MB / 1.08GB"
"2026-09-17T20:28:31.1236309+00:00","92","r-scylla2","4.89%","549.1MiB / 9.711GiB","158MB / 124MB","304MB / 1.08GB"
"2026-09-17T20:28:31.1236309+00:00","92","r-scylla3","5.53%","550.4MiB / 9.711GiB","159MB / 124MB","305MB / 1.08GB"
"2026-09-17T20:28:34.1305262+00:00","93","r-scylla1","5.48%","564.2MiB / 9.711GiB","159MB / 125MB","354MB / 1.08GB"
"2026-09-17T20:28:34.1305262+00:00","93","r-scylla2","5.34%","549.2MiB / 9.711GiB","158MB / 124MB","304MB / 1.08GB"
"2026-09-17T20:28:34.1305262+00:00","93","r-scylla3","5.00%","550.4MiB / 9.711GiB","159MB / 124MB","305MB / 1.08GB"
"2026-09-17T20:28:37.3770353+00:00","94","r-scylla1","6.40%","564.4MiB / 9.711GiB","159MB / 125MB","354MB / 1.08GB"
"2026-09-17T20:28:37.3770353+00:00","94","r-scylla2","6.46%","549.3MiB / 9.711GiB","159MB / 124MB","304MB / 1.08GB"
"2026-09-17T20:28:37.3770353+00:00","94","r-scylla3","5.86%","550.3MiB / 9.711GiB","159MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:28:40.6023190+00:00","95","r-scylla1","5.81%","564.2MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:28:40.6023190+00:00","95","r-scylla2","5.40%","549.6MiB / 9.711GiB","159MB / 124MB","304MB / 1.08GB"
"2026-09-17T20:28:40.6023190+00:00","95","r-scylla3","4.86%","550.4MiB / 9.711GiB","159MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:28:43.6354903+00:00","96","r-scylla1","5.67%","564.6MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:28:43.6354903+00:00","96","r-scylla2","5.33%","549.8MiB / 9.711GiB","159MB / 124MB","304MB / 1.08GB"
"2026-09-17T20:28:43.6354903+00:00","96","r-scylla3","6.92%","550.8MiB / 9.711GiB","159MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:28:46.8511092+00:00","97","r-scylla1","6.41%","564.7MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:28:46.8511092+00:00","97","r-scylla2","5.28%","550.1MiB / 9.711GiB","159MB / 124MB","304MB / 1.08GB"
"2026-09-17T20:28:46.8511092+00:00","97","r-scylla3","7.11%","550.9MiB / 9.711GiB","159MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:28:50.0619150+00:00","98","r-scylla1","5.61%","564.8MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:28:50.0619150+00:00","98","r-scylla2","5.14%","549.7MiB / 9.711GiB","159MB / 124MB","304MB / 1.08GB"
"2026-09-17T20:28:50.0619150+00:00","98","r-scylla3","5.36%","550.7MiB / 9.711GiB","160MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:28:53.2541216+00:00","99","r-scylla1","4.41%","564.8MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:28:53.2541216+00:00","99","r-scylla2","5.91%","549.7MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:28:53.2541216+00:00","99","r-scylla3","4.47%","551.3MiB / 9.711GiB","160MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:28:56.4648394+00:00","100","r-scylla1","2.63%","564.9MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:28:56.4648394+00:00","100","r-scylla2","4.48%","549.8MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:28:56.4648394+00:00","100","r-scylla3","5.02%","550.9MiB / 9.711GiB","160MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:28:59.6919899+00:00","101","r-scylla1","6.67%","564.7MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:28:59.6919899+00:00","101","r-scylla2","3.13%","550.3MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:28:59.6919899+00:00","101","r-scylla3","3.33%","550.9MiB / 9.711GiB","160MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:29:02.9832905+00:00","102","r-scylla1","3.44%","564.7MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:29:02.9832905+00:00","102","r-scylla2","3.86%","549.8MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:02.9832905+00:00","102","r-scylla3","3.47%","550.9MiB / 9.711GiB","160MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:29:06.2575773+00:00","103","r-scylla1","4.44%","564.7MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:29:06.2575773+00:00","103","r-scylla2","3.58%","549.8MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:06.2575773+00:00","103","r-scylla3","2.98%","550.9MiB / 9.711GiB","160MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:29:09.4744688+00:00","104","r-scylla1","4.27%","564.7MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:29:09.4744688+00:00","104","r-scylla2","4.13%","549.8MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:09.4744688+00:00","104","r-scylla3","3.61%","550.9MiB / 9.711GiB","160MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:29:12.7759159+00:00","105","r-scylla1","5.06%","564.7MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:29:12.7759159+00:00","105","r-scylla2","4.85%","549.8MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:12.7759159+00:00","105","r-scylla3","5.33%","551.4MiB / 9.711GiB","160MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:29:16.0593723+00:00","106","r-scylla1","4.33%","564.9MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:29:16.0593723+00:00","106","r-scylla2","3.93%","549.8MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:16.0593723+00:00","106","r-scylla3","4.14%","551.4MiB / 9.711GiB","160MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:29:19.3549317+00:00","107","r-scylla1","4.23%","564.7MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:29:19.3549317+00:00","107","r-scylla2","3.33%","550.1MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:19.3549317+00:00","107","r-scylla3","4.72%","551.1MiB / 9.711GiB","160MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:29:22.6461733+00:00","108","r-scylla1","5.58%","564.9MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:29:22.6461733+00:00","108","r-scylla2","3.98%","549.8MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:22.6461733+00:00","108","r-scylla3","5.43%","550.9MiB / 9.711GiB","160MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:29:25.8805588+00:00","109","r-scylla1","4.86%","564.7MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:29:25.8805588+00:00","109","r-scylla2","4.39%","550.1MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:25.8805588+00:00","109","r-scylla3","4.54%","551.1MiB / 9.711GiB","160MB / 125MB","305MB / 1.08GB"
"2026-09-17T20:29:29.1634085+00:00","110","r-scylla1","4.82%","564.9MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:29:29.1634085+00:00","110","r-scylla2","4.55%","549.8MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:29.1634085+00:00","110","r-scylla3","4.26%","550.9MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:29:32.4664243+00:00","111","r-scylla1","5.40%","564.9MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:29:32.4664243+00:00","111","r-scylla2","4.89%","550.3MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:32.4664243+00:00","111","r-scylla3","3.80%","551.1MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:29:35.6890635+00:00","112","r-scylla1","4.64%","564.9MiB / 9.711GiB","159MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:29:35.6890635+00:00","112","r-scylla2","3.80%","549.8MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:35.6890635+00:00","112","r-scylla3","4.44%","550.9MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:29:38.9636256+00:00","113","r-scylla1","4.82%","564.9MiB / 9.711GiB","160MB / 126MB","354MB / 1.08GB"
"2026-09-17T20:29:38.9636256+00:00","113","r-scylla2","3.47%","550.1MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:38.9636256+00:00","113","r-scylla3","4.42%","550.9MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:29:42.2503635+00:00","114","r-scylla1","4.60%","564.7MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:29:42.2503635+00:00","114","r-scylla2","4.10%","549.8MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:42.2503635+00:00","114","r-scylla3","4.40%","550.9MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:29:45.2670491+00:00","115","r-scylla1","3.03%","564.9MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:29:45.2670491+00:00","115","r-scylla2","3.48%","549.8MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:45.2670491+00:00","115","r-scylla3","3.67%","551.1MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:29:48.4890138+00:00","116","r-scylla1","3.55%","564.7MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:29:48.4890138+00:00","116","r-scylla2","3.10%","550.1MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:48.4890138+00:00","116","r-scylla3","3.76%","550.9MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:29:51.7067106+00:00","117","r-scylla1","4.20%","564.7MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:29:51.7067106+00:00","117","r-scylla2","3.51%","550.1MiB / 9.711GiB","159MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:51.7067106+00:00","117","r-scylla3","4.03%","550.9MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:29:54.7645662+00:00","118","r-scylla1","4.10%","564.7MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:29:54.7645662+00:00","118","r-scylla2","3.43%","550.3MiB / 9.711GiB","160MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:54.7645662+00:00","118","r-scylla3","3.53%","550.9MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:29:58.0191464+00:00","119","r-scylla1","7.09%","564.7MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:29:58.0191464+00:00","119","r-scylla2","3.08%","550.1MiB / 9.711GiB","160MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:29:58.0191464+00:00","119","r-scylla3","5.51%","550.9MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:30:01.2527971+00:00","120","r-scylla1","3.43%","565.2MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:30:01.2527971+00:00","120","r-scylla2","2.71%","550.3MiB / 9.711GiB","160MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:30:01.2527971+00:00","120","r-scylla3","3.36%","550.9MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:30:04.2737262+00:00","121","r-scylla1","4.22%","564.7MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:30:04.2737262+00:00","121","r-scylla2","3.64%","550.3MiB / 9.711GiB","160MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:30:04.2737262+00:00","121","r-scylla3","2.01%","550.9MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:30:07.5790277+00:00","122","r-scylla1","3.67%","564.9MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:30:07.5790277+00:00","122","r-scylla2","3.54%","550.1MiB / 9.711GiB","160MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:30:07.5790277+00:00","122","r-scylla3","3.74%","551.1MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:30:10.7961102+00:00","123","r-scylla1","2.92%","564.6MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:30:10.7961102+00:00","123","r-scylla2","2.68%","549.8MiB / 9.711GiB","160MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:30:10.7961102+00:00","123","r-scylla3","3.07%","550.9MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:30:13.8535401+00:00","124","r-scylla1","6.41%","564.9MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:30:13.8535401+00:00","124","r-scylla2","2.86%","549.8MiB / 9.711GiB","160MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:30:13.8535401+00:00","124","r-scylla3","3.12%","551.1MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:30:17.1735328+00:00","125","r-scylla1","3.34%","564.7MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:30:17.1735328+00:00","125","r-scylla2","3.19%","550.3MiB / 9.711GiB","160MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:30:17.1735328+00:00","125","r-scylla3","3.23%","550.9MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:30:20.4443342+00:00","126","r-scylla1","3.21%","564.7MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:30:20.4443342+00:00","126","r-scylla2","2.91%","549.8MiB / 9.711GiB","160MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:30:20.4443342+00:00","126","r-scylla3","3.29%","550.9MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:30:23.4235673+00:00","127","r-scylla1","4.85%","564.7MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:30:23.4235673+00:00","127","r-scylla2","3.50%","550.1MiB / 9.711GiB","160MB / 125MB","304MB / 1.08GB"
"2026-09-17T20:30:23.4235673+00:00","127","r-scylla3","3.60%","551.1MiB / 9.711GiB","160MB / 126MB","305MB / 1.08GB"
"2026-09-17T20:30:26.7325147+00:00","128","r-scylla1","3.47%","564.9MiB / 9.711GiB","160MB / 127MB","354MB / 1.08GB"
"2026-09-17T20:30:26.7325147+00:00","128","r-scylla2","3.22%","550.6MiB / 9.711GiB","160MB / 125MB","304MB / 1.08GB"
